"relative_path","sha256","bytes"
"audit/backlog-disposition.csv","aee3ffca9ad97f1deff30bb19568a670a349e12c88eae021579a9fd232bd45d1","6622"
"audit/build-summary.json","7e6fd2b70f75948e90b1d7cee1aad29e1374aa6054c5f08554afda9d1d14b053","693"
"audit/card-fact-coverage.csv","4c2b61bcda2687e4f837e049b67f4f653765175937eb9f9b2ac9bd48b023bca8","11617"
"audit/fact-requirement-map.csv","fb4e9fa0ebd4fe3d74ae6266d4e24a2bc4ffb2fc6ecba14f69c10f762c4756d4","5710"
"audit/field-contract-change-candidate.csv","bda20bcb9066e49f5fa49449c539b36910e81fe7776d61773338835625d71de6","864"
"audit/final-counts.json","7beb0dfe5e3c03f18d9ddba330c712ce64f7398d5959511d9aa8c23e293920fa","1057"
"audit/formal-baseline-validation.txt","f1ad0eaa5e31e348acda84e5f48ed6c80d98ed3c5e9d8d3f53fa2f6b346c3961","99"
"audit/formal-hash-integrity.csv","d3249d360ecc57e902bd5058354101cd50cf48d1283ed2492a1f3fb3ac2c4e83","5684"
"audit/lifecycle-manifest-candidate.csv","f2682bdaf3ee4bee58aa95e20aa60461cc96a1f1fbc20a04b93bdcd2e98bc880","201502"
"audit/lifecycle-manifest-candidate.sha256","217fd28e32d8b88e3f5152f635df15a6a4e8c9edabb0f5ea908be546ef940063","66"
"audit/report-humanizer-scan.csv","f69a0b2921f5fe4b64cf001e8518e108adee28988829f7576fda16c362fa5811","966"
"audit/reverse-removal.csv","ceea60fd0e942514a06400a86d491080d0e368ab959816c0857c85bc9f2aeb43","3825"
"audit/source-endpoint-updates.csv","b659b61bfa06e3dd35777f6996ee9dbb9c697dba42a22fbdd6ccae5a6b102f44","3424"
"audit/source-screening-updates.csv","d5a36ba5b6ef7f61785ef33779bc07ab454c173dbd7c699de733146c4697b875","604"
"audit/source-updates.csv","b0c00a0965071232cd33c2434773c78c852b2163cf5b7925df979db33f486b30","3574"
"audit/staging-validation-absolute.txt","5df16a76e5077e831f49e2bbc6094b695f527f6bb817efa4b2502d6ee6197e9e","237"
"audit/staging-validation-relative.txt","5df16a76e5077e831f49e2bbc6094b695f527f6bb817efa4b2502d6ee6197e9e","237"
"audit/temporary-formal-merge-validation.txt","175190cde5a990ad7af9f24040d6d94459bb662994788498b124be680d619e9a","221"
"card-draft/AWS_Inferentia1_芯片实现资料卡.md","1b9f033525fdd5b860136c62a83a679fad158514233d19ee6aa6cf1f70908ee2","7428"
"card-draft/AWS_Inferentia2_芯片实现资料卡.md","4d4960b6030609bc2803e7051a11d2db5dc2962e818ecc093ed1103f2a83f2a5","8742"
"card-draft/AWS_Trainium1_芯片实现资料卡.md","5decb11266a497110992e24c0c032f2108ac32a10c951c1e56cbecf60bb5ddfc","8696"
"card-draft/AWS_Trainium3_芯片实现资料卡.md","54d4fe8609115e9bc6fdf8bd7fe2191be22c7fe4ad4ac324fba304e2ded05ebd","16085"
"fixed-candidates/A01-inferentia-latest-2026-08-13.html","76c26100a0a84ab09b4ec722b522c079e0f171c6c0730a1d02e86f6f80d822a2","233120"
"fixed-candidates/A01-inferentia-v2.31.0-2026-08-13.html","8810e9d6ffa5aa84b6fd1a0a79dee9840d6972f9586dbc0c4fd5e49b3f6445ce","215997"
"fixed-candidates/A02-neuroncore-v1-v2.9.1-2026-08-13.html","06d7b61ef030db81956e2f814c5266138bd317e3354951e2a2071601cdd745cd","62202"
"fixed-candidates/A03-trainium-v2.26.1-2026-08-13.html","6257908ff6d5febd52f974340d35e2f5dcfe2c1c14b9c4132dcb3dc3124c7079","166258"
"fixed-candidates/A04-inferentia2-v2.29.1-2026-08-13.html","cc1c79f5255f6cc851dab448098adc54fea713a626c205bba4a5a2b5ef2372dd","203185"
"fixed-candidates/A05-trainium-inferentia2-nki-v2.29.1-2026-08-13.html","4d2318ec97548a8cb970ec06fb0c2f167a97aa17e361bb89563d057cb36b50cf","292064"
"fixed-candidates/A06-trainium3-v2.28.1-2026-08-13.html","2fad4aca914e1a10289f636a273464d5f5f86ad6c5cc830092dfabb0bf786dcb","206604"
"fixed-candidates/A07-trainium3-nki-latest-2026-08-13.html","aa22cfcffd97e35e1d1c17a14480a1f5ace87f2adf7b5f46e26ba512d0ef209f","268399"
"fixed-candidates/A07-trainium3-nki-v2.31.0-2026-08-13.html","4bb6e756d37069f83f36fca4144e494688a23396728b52338385a4ee8be6a2f2","251687"
"fixed-candidates/A08-trn3-ultraservers-2025-12-02-fetched-2026-08-13.html","d10e887199750363ffb679347c78d27012a2d63c2cc2bf2a49704d16aee449cb","329595"
"fixed-candidates/A10-neuroncore-v4-v2.30.0-2026-08-13.html","2ab8e86e39a059e611cfca5bcdcc6b5c5b3acb8077e7006fd515d3543146a45a","211890"
"handoff.md","b5332c0c92e874745eaa2c8ba0d87af2f6ef0c19a4851b357207b4fcd1dcba2c","4112"
"README.md","30e27f44a1627673ecc421b850103013f0e3c32b8656f824d48586aae0c6b71a","5090"
"remediation-log.md","62f02b6efdaeb381269ab140d775514c00916ed7a6b880a8ee89f76263ccaafa","3912"
"scripts/Apply-Card-Remediation.ps1","f819a2e3761123d3076a4a56837e22b8477fc329ba38d2e4af285b2253dc5d9c","8725"
"scripts/Apply-Remediation.ps1","63cbdcf9a37bd12e4d142a24661fba697931fa5a48e32649d474217977f31448","25174"
"scripts/Build-LifecycleManifestCandidate.ps1","8496418d862fd71faa44dd3402215e00006b5e5e031739c8cbc04f27fc40fef0","7588"
"scripts/Test-Staging.ps1","e0ad0a50b8753c70ec11df3c39906a3e9c2a592b3f33580fd7daddc5c1418c8d","41551"
"scripts/Test-TemporaryFormalMerge.ps1","ee6837f92bfef666bc6d715ab5641639c4707458451431956aafa598369efb8e","7566"
"source-gate/endpoint-equivalence.csv","d2d9f54f68667eb029a14915a93a29c465aee594c92fcd8f74be42e0b535160e","654"
"source-gate/source-freeze-register.csv","3ffb419dfed86f71726182f7e5017c69b66d66293459dbda344123de409a74e5","8690"
"structured/card-completeness.csv","8da6b5bac7dee7c4ded02ee0bb2bcf881e01638e5d2dfb31a457917ba3eb5dc4","8717"
"structured/components.csv","c07df8d6b474002093e3da889a0714cdaee87b16609daadcf7bcb8f66fc50b40","5151"
"structured/condition-sets.csv","42b65a66d24429505b2e829bd79f7ee33ecc867f49606bf2ca1c1e500713e7dc","9494"
"structured/conflict-groups.csv","1231588c828de9c42a9209769c6d14965f25c868e41a114ea5fc9fe897964af8","1818"
"structured/conflict-members.csv","c521efd91d08d6c9145bc73a2eeb0c6598095eac40fad1414ce306eb5a275c0e","2214"
"structured/derived-inputs.csv","20ebc78ec96bfb32e92ed90845ea56c349fdd9e79748c707ca1148e20bdae6ba","105"
"structured/derived-metrics.csv","ec2b1e084eb72d97bbac63a5b8cbb9d346507245bdbcd5b25e5fb3626a262d4e","182"
"structured/enums.csv","4c80d3767072e5dc135e2a04d02383fc7eb01f38a5bb5ba972b554c8237f73e6","92"
"structured/fact-assertions.csv","88738405349bc7e5efff1e8dd26bd2b1550a13a94d69d03a4cb16564b52a2f8c","33454"
"structured/facts.csv","78b5250fd5512e99bdae7424fec29084abfc1247caff5d5b49f5cd3bd4f4a543","27535"
"structured/field-requirements.csv","ced6829dd1ce7a2b84551cb20d2274e23762eb35906e903aad12519c119199b3","29188"
"structured/fields.csv","b8d2ada4b6a61b4c900e8cfc1d50325f48ed36e7806d1bdbc3bf75e70b1d5286","187"
"structured/links.csv","4b589255aea59a874df6208f4f1f2163f93650720648495569d9ad8ece3c1a12","806"
"structured/memory-levels.csv","8ec3436551ac0d88701b94458e303670dbe4dd306e902c9929a4ab60913fcf5c","781"
"structured/object-relations.csv","8c23608c2876b501ac029b6b16d1ea670604ea2ca61ea8b4680c6e297e161bd0","124"
"structured/objects.csv","96cb3db4b0097af6e129aae44df5224eb94bc4507ad5c0c937a3df2fbc00480e","96"
"structured/precision-paths.csv","aa7f0020bffb9db4dd8b9f19b4770839e25f6ea008b786b8f95f5ab3259017c0","3502"
"structured/requirement-evidence.csv","8e812273d5b511ddb41b06ef6dc87784bc43b9d11b5fc099ced79c1651618a28","159"
"structured/schema-columns.csv","bf5bfeaa79fe3a71325a3612f5b7ca376b173ac823bb8c4914318208e587d17c","214"
"structured/search-log.csv","ccf3fd04881774519db36861549811c73fc9126e9e0d57bd660cbc867c5ab3c4","9158"
"structured/search-results.csv","298a116507e7c80c0eca389770463cabe542011b1810bfc1f77f1508cb75c948","11019"
"structured/selection-members.csv","762d714a2c2ce89df65cd6c0f3927979914c858770a0b0f5368f28a72c3f1266","3740"
"structured/selection-runs.csv","67f8ff425f08a70612a02d6bb29b1e1b5f443d5e5958443bb74f0f62b2dbaa9e","608"
"structured/source-coverage.csv","81a24effa2a951bf47e2225bcf926128e91041468f8ebbdbe6b30f8c1580a041","560"
"structured/source-endpoints.csv","6d18baeecf762def635fe170cff31829fab3d4d93780bb70e61863cf1af323c4","6863"
"structured/source-families.csv","38bd8649e0cc1525c1f1340c1d9b55779f8ba67410f454123c873a8f7ccb883a","125"
"structured/sources.csv","3ec466c9b710c4ef5d4150936ba12ad9784f4c8df8f09d6f2a405b3d7c6da04a","227"
"structured/source-screening.csv","464b9caa110ca8c72a668963b03d0fb66b92e9329fa8bcb9246b921fcef32c15","161"
