"relative_path","sha256","bytes","role","in_aggregate"
"authorized-write-set.csv","c011bd0b95cbd23a2bfe240d1a31a5011ad806c84db273d74561e9859c39d588","140847","transaction_contract_or_inventory","true"
"backup-rollback-inventory.csv","881dbfcf2e26c9c44d2effdc150552a2e47fa29bf9865e3b073acec29e2ad198","3925","transaction_contract_or_inventory","true"
"candidate-oracle-summary.json","2ab7123d15e0d158574a41b26783cfed5ee8d8d17a56f730f87bcb66998ca8ca","680","validation_summary","true"
"EXECUTION-ROLLBACK.md","fb32367266f9ae88c0d069d0bc97987a19f90252b631c298d152bdd5ff10ccf9","3437","human_readable_contract","true"
"expected-candidate-19-table-posthashes.csv","7f9425cae6b74fc5af5e6c6fbb86815f339ff8ef3d112f0ad87bc0aab8f6d85f","14053","transaction_contract_or_inventory","true"
"formal-32-baseline.csv","c8c424fa21838248cca020b6c5feefd9c05287adec8c077474f0f36cff834f5f","4764","transaction_contract_or_inventory","true"
"formal-backup-manifest-template.csv","b48666cf8a9f3038375176289294e405b116efa74785618e9acddcb2547425bf","3267","transaction_contract_or_inventory","true"
"formal-csv-backup-candidates.csv","98c1e89f48764e264ef676c62a89501c4af3713ba9616a543e3836caa70c7126","4115","transaction_contract_or_inventory","true"
"formal-hard-deny-test.json","0dca36fe23d99aaff449d64c379b4a7192481b1e894039b3d8931beb59d80990","215","transaction_contract_or_inventory","true"
"freeze-validation.json","df42c0957d88dcaa83975e484e6823ff13f0c7745b029d8cc442ecf5465dbb87","1190","validation_summary","true"
"input-audit.json","637198b837a5793da1b26f3b5aef6a021e456a48ad52c60e6180db92089c593a","1265","validation_summary","true"
"logs/candidate-oracle-validator.txt","aa8ecfdf3781422f5e1fb67a126fb2f5be5a8b22df9a430a615bb0c0dc0a1194","130","verification_log","true"
"logs/formal-hard-deny-output.txt","7d03e5cba501f43549aeda9099b54027267cd293d1ef8e5423000b6dc19a4cc3","684","verification_log","true"
"logs/formal-validator-current.txt","54976a45522f446b1dafc74f01f83e9922cd80fb8e21f2b13c1f8bb79f9b0b75","130","verification_log","true"
"logs/negative-default-deny.txt","7d03e5cba501f43549aeda9099b54027267cd293d1ef8e5423000b6dc19a4cc3","684","verification_log","true"
"logs/negative-pending-independent-signoff.txt","7e6611727dc69897057341fdccc44795b26db79392c860d67de40c0ab46c34ce","520","verification_log","true"
"logs/negative-preexisting-target.txt","a16013e33da08e0e928f786ff03a4c6b3bc806d69c386446a82b0aec6eeafacf","687","verification_log","true"
"logs/negative-wrong-mirror-marker.txt","7830bd4d332133052b8a096f77a3b5de27895e71ef751513a501f67c221a079c","520","verification_log","true"
"logs/negative-wrong-premerge-hash.txt","d8536c2c50eb0a8cc6370238393381f2ec9158ed5982e088edde5dae4969ea01","570","verification_log","true"
"logs/negative-wrong-token.txt","cd8d12bfd21322c6a9314433ac41d9c1a8cdaf4e4d1fd72630e19320ecac1ef7","502","verification_log","true"
"logs/positive-executor-output.txt","65bb48aaee0a45cc84e78e2188aa398c6fead92e3510cdc993cdb32ca630f071","546","verification_log","true"
"logs/preflight-current.txt","5baac61fa2b293b6153d1577fa4d40fa838d838c4c3fe0387b0cf4c071206403","512","verification_log","true"
"logs/preflight-current-final.txt","5baac61fa2b293b6153d1577fa4d40fa838d838c4c3fe0387b0cf4c071206403","512","verification_log","true"
"logs/rollback_after_2_payloads-executor-output.txt","c391f5d197c6e7675ff99a404096668d24aeee0c2febcfaeffbd75678d4388e4","644","verification_log","true"
"logs/rollback_after_3_tables-executor-output.txt","1bce76beee1641662517e94e4ee9eef7f6eb3cae7285e97ba6bdf5fac277b135","652","verification_log","true"
"negative-gates.csv","9fa5ab1c4b803ca63e1a721b2081e4d0d0c1147f3da2185e1f4da2a862fe8724","1381","transaction_contract_or_inventory","true"
"negative-gates-summary.json","6dad3c438d5a0a2e0b489512004cd0909a9c94be0e3338bb31a58371149eea5e","323","validation_summary","true"
"new-file-targets.csv","02a05ad2f26dcd744d359ddb02c5953f8836532aea60a47a91b79fd2a2716e7e","1252","transaction_contract_or_inventory","true"
"no-write-guards.csv","31072225a6ed2355e3933634c34134c05a0de205307544ec40e04c5c1707f17d","2164","transaction_contract_or_inventory","true"
"operator-error-log.csv","25f63d69248b91984f4e479f6e813554ebcca3bc15b7d8a561bd9317bc39139f","13905","error_audit","true"
"progress-2026-08-13.md","1b7cf8eacfae5ee5186d624c3089c08ef47decf8e98a4c04deb1bd160c2dfda9","931","human_readable_contract","true"
"README.md","c231156eb98d3f9dd5f3f928c2147fe9de7be89b41a7f8c47d1c0d5deceb6dc7","2720","human_readable_contract","true"
"rehearsal/positive-summary.json","0213699912a85dad4a775d4d657e2cfe67235a1ffcaca01bfb0d22063a1fa4c8","939","rehearsal_summary","true"
"rehearsal/result-positive/accepted-replay-output.txt","1a524c886bad773f8df28e9b2ff4df43ece90f4afae443bff00c4b46a92ea254","88","rehearsal_primary_evidence","true"
"rehearsal/result-positive/candidate-19-table-posthashes.csv","7f9425cae6b74fc5af5e6c6fbb86815f339ff8ef3d112f0ad87bc0aab8f6d85f","14053","rehearsal_primary_evidence","true"
"rehearsal/result-positive/candidate-validator-output.txt","aa8ecfdf3781422f5e1fb67a126fb2f5be5a8b22df9a430a615bb0c0dc0a1194","130","rehearsal_primary_evidence","true"
"rehearsal/result-positive/commit-rollback-journal.csv","39743620353422eb1977658e3a7a58d7c99851e3ffef347368eaf278bb30ce7f","10742","rehearsal_primary_evidence","true"
"rehearsal/result-positive/post-commit-validator-output.txt","aa8ecfdf3781422f5e1fb67a126fb2f5be5a8b22df9a430a615bb0c0dc0a1194","130","rehearsal_primary_evidence","true"
"rehearsal/result-positive/preflight-output.txt","5baac61fa2b293b6153d1577fa4d40fa838d838c4c3fe0387b0cf4c071206403","512","rehearsal_primary_evidence","true"
"rehearsal/result-positive/transaction-outcome.json","65bb48aaee0a45cc84e78e2188aa398c6fead92e3510cdc993cdb32ca630f071","546","rehearsal_primary_evidence","true"
"rehearsal/result-rollback_after_2_payloads/accepted-replay-output.txt","1a524c886bad773f8df28e9b2ff4df43ece90f4afae443bff00c4b46a92ea254","88","rehearsal_primary_evidence","true"
"rehearsal/result-rollback_after_2_payloads/candidate-19-table-posthashes.csv","7f9425cae6b74fc5af5e6c6fbb86815f339ff8ef3d112f0ad87bc0aab8f6d85f","14053","rehearsal_primary_evidence","true"
"rehearsal/result-rollback_after_2_payloads/candidate-validator-output.txt","aa8ecfdf3781422f5e1fb67a126fb2f5be5a8b22df9a430a615bb0c0dc0a1194","130","rehearsal_primary_evidence","true"
"rehearsal/result-rollback_after_2_payloads/commit-rollback-journal.csv","c2198cfda55b5d1e38b4534d9da1b27251820e5fc85e76e0d0f58ed231ceb98d","18516","rehearsal_primary_evidence","true"
"rehearsal/result-rollback_after_2_payloads/preflight-output.txt","5baac61fa2b293b6153d1577fa4d40fa838d838c4c3fe0387b0cf4c071206403","512","rehearsal_primary_evidence","true"
"rehearsal/result-rollback_after_2_payloads/transaction-outcome.json","f6e16e54b25efd9b53916d14fe3d1eeba6b5fe4f88e5b2d0912365aad9274ba8","293","rehearsal_primary_evidence","true"
"rehearsal/result-rollback_after_3_tables/accepted-replay-output.txt","1a524c886bad773f8df28e9b2ff4df43ece90f4afae443bff00c4b46a92ea254","88","rehearsal_primary_evidence","true"
"rehearsal/result-rollback_after_3_tables/candidate-19-table-posthashes.csv","7f9425cae6b74fc5af5e6c6fbb86815f339ff8ef3d112f0ad87bc0aab8f6d85f","14053","rehearsal_primary_evidence","true"
"rehearsal/result-rollback_after_3_tables/candidate-validator-output.txt","aa8ecfdf3781422f5e1fb67a126fb2f5be5a8b22df9a430a615bb0c0dc0a1194","130","rehearsal_primary_evidence","true"
"rehearsal/result-rollback_after_3_tables/commit-rollback-journal.csv","861fef8590399bce6053f3e388192e12538f78e05f41d3fea5397c6420b027a6","3023","rehearsal_primary_evidence","true"
"rehearsal/result-rollback_after_3_tables/preflight-output.txt","5baac61fa2b293b6153d1577fa4d40fa838d838c4c3fe0387b0cf4c071206403","512","rehearsal_primary_evidence","true"
"rehearsal/result-rollback_after_3_tables/transaction-outcome.json","cc0e54a8c5421c307081ad00b4ac842dc0f31e2ae4e0766428a19bbdfedf0783","296","rehearsal_primary_evidence","true"
"rehearsal/rollback_after_2_payloads-summary.json","da23b2b7d727514709741deb9afc342f5843d48dab852ae669b730c0510f064f","1050","rehearsal_summary","true"
"rehearsal/rollback_after_3_tables-summary.json","70577ce72e85837ea097410c26f9f6c81059cbe8eefad5f58c2712075d5af1f7","1050","rehearsal_summary","true"
"rehearsal-scenarios.csv","62116189c55adcb7b6263d3eedd2aeb4da7c3a582f2a5574104f1257bc718f57","1668","rehearsal_summary","true"
"rehearsal-summary.json","d67a543e9467443b9a8145749b6f099fcdf64cab9755b7c4b52d830194cc4333","807","rehearsal_summary","true"
"scripts/Build-MI455XCandidateOracle.ps1","3ede6c7cce19b7860923e20ed328db8313b42f6d9f68799ae551792374754c14","10351","execution_or_validation_script","true"
"scripts/Build-MI455XStaticContract.ps1","26ecf60629d99a42e76c1514641b5611d9ccfade9eecc9b914f71938500b280e","25231","execution_or_validation_script","true"
"scripts/Invoke-MI455XFormalTransaction.ps1","3db530494b17ca9180326f9bdd5e7a76102007ff46eb4d0da7135f221ddb6da0","46230","execution_or_validation_script","true"
"scripts/Replay-MI455XAuthorizedRows.ps1","020db7b26d92a1ddbd373f4310cfacb370d4c842d6dd26357cee17e98edd335c","5606","execution_or_validation_script","true"
"scripts/Test-MI455XFormalTransactionPreflight.ps1","05fb0d6ca1e60d0a7c23a9af920169ae6b351784bc108125eea2a6d8e18d9917","15014","execution_or_validation_script","true"
"scripts/Test-MI455XFormalTransactionRehearsal.ps1","7b4e27973c648fd6ff5afbbcc76c0670f004ac932ab7b8581985bd9528e37eb3","8368","execution_or_validation_script","true"
"scripts/Test-MI455XNegativeGates.ps1","b0f352a8eadcc145fbc8d01dfc84a549791b2d6659c3e32ed0cf4d969e13a879","6743","execution_or_validation_script","true"
"static-contract-checks.json","3c829f1dc1cb6a5ba5b0ae5d3470332db210d4df23190b98ab0dfca3d9b9b05a","1499","validation_summary","true"
"static-contract-file-hashes.csv","13f53041c56d0e59f0966d25424b118d886fd67bff78862dc0b955a091a5042d","691","transaction_contract_or_inventory","true"
"transaction-review-signoff-template.csv","fc4711b76d3e333798dd1fed92b648ad58b6164a64db565403a2f97a41f56d74","1269","transaction_contract_or_inventory","true"
"VALIDATION-RECORD.md","70bf8c206c738e2d9800bb8bbdb0ef5ebd4fc2ec56b755c607f06a6a06c006af","2981","human_readable_contract","true"
