"signoff_row_id","target_path","pk_column","pk_value","source_path","source_sha256","source_bytes","source_review_status","authorized_review_status","semantic_status_column","semantic_status_before","semantic_status_after","signed_source_line_sha256","canonical_source_row_sha256","canonical_authorized_row_sha256","formal_premerge_sha256","formal_premerge_bytes"
"MI455X-SIGN-0001","数据/card-completeness.csv","card_completeness_id","COMPLETE-M2W3-AMD-MI455X-IDENTITY","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/card-completeness.csv","cc683484036e9aa42321b5ce09166da03c36cb9c8b52495c075ad2b7fa376523","2876","draft","reviewed","","","","ed1bc902263e368fe27c8eab851e1c3d119bb380ab6ef5d721cdfdf1e98e3d3d","bc0094dc5aca9658652be249cba51d65323406bb213a75d72acbc34cf69d6ee4","369651b00e0784f13433ba6bd12c2ceda94231790e43804a695c5ea66f2f6125","a046bf3d9c7c88d1204a2f12e24c1ea654aa9ddd85115b2089c50f2de21c738b","74967"
"MI455X-SIGN-0002","数据/card-completeness.csv","card_completeness_id","COMPLETE-M2W3-AMD-MI455X-PHYSICAL","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/card-completeness.csv","cc683484036e9aa42321b5ce09166da03c36cb9c8b52495c075ad2b7fa376523","2876","draft","reviewed","","","","81f75e8c83ad263319bb46e3e6c985bb3f9fb767aabbd4416252e12607d69b1e","16d9a3424d14677cfe0f1a88735c21b704bcb7400751a969b47747b05bdbe81f","ad992c41f0a535e043d9a4ce235ffcf8b2915175213bc16b6e7bf4928c17443f","a046bf3d9c7c88d1204a2f12e24c1ea654aa9ddd85115b2089c50f2de21c738b","74967"
"MI455X-SIGN-0003","数据/card-completeness.csv","card_completeness_id","COMPLETE-M2W3-AMD-MI455X-COMPUTE","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/card-completeness.csv","cc683484036e9aa42321b5ce09166da03c36cb9c8b52495c075ad2b7fa376523","2876","draft","reviewed","","","","2f5e8fa6a6ebb91c4e676cf1de801709723b0c9fbeaab2f0b4d9633e5ff37610","2fd477ddc5f0072e02a8a10eef2d61ae5482ea6cd19607d76cd106175ccf899c","86326314aea2a4dc0b8b3ede2f54a1b90f6cd4ea9729f89e1a0a217be3800af2","a046bf3d9c7c88d1204a2f12e24c1ea654aa9ddd85115b2089c50f2de21c738b","74967"
"MI455X-SIGN-0004","数据/card-completeness.csv","card_completeness_id","COMPLETE-M2W3-AMD-MI455X-NUMERICS","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/card-completeness.csv","cc683484036e9aa42321b5ce09166da03c36cb9c8b52495c075ad2b7fa376523","2876","draft","reviewed","","","","db5cf312a60fca5f2f0c7429ac9cbd88a836b2f41046782fa5a524b874e13c23","c86a03bc3396b53399a95a8c907092b50cb802e2235fe960791ed14dfa1ebfbd","721a36fd4891625f6ceaf7cb175cf2a95bf60c20368c0b2dd5e37d96f5e057c2","a046bf3d9c7c88d1204a2f12e24c1ea654aa9ddd85115b2089c50f2de21c738b","74967"
"MI455X-SIGN-0005","数据/card-completeness.csv","card_completeness_id","COMPLETE-M2W3-AMD-MI455X-MEMORY","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/card-completeness.csv","cc683484036e9aa42321b5ce09166da03c36cb9c8b52495c075ad2b7fa376523","2876","draft","reviewed","","","","d2310cfcdad95a3bc79c32b41f07897956a1f619f73309d95bc7cefe6810498b","b4e11ea85de20ea1f1f037d911b4ec7b0eadce782bb0b2e68f28e868c9d277de","dfc6ae41e6053111b2bdb940b9ec2fc865a919ce0f1fc46929087f6ea7ffa9c0","a046bf3d9c7c88d1204a2f12e24c1ea654aa9ddd85115b2089c50f2de21c738b","74967"
"MI455X-SIGN-0006","数据/card-completeness.csv","card_completeness_id","COMPLETE-M2W3-AMD-MI455X-INTERCONNECT","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/card-completeness.csv","cc683484036e9aa42321b5ce09166da03c36cb9c8b52495c075ad2b7fa376523","2876","draft","reviewed","","","","e5722c3ec9f5b744b438ca1db2cff9c3c4c7580a85fd81a20174b292837f5655","1e351020708e1ab7b1d15fe6b49af0c8616c63baaabc51e4a7967b5fe561fcb9","78e3795120b296a5fdf995d62e1c5adf8c8b46a847fde9294d85709895251356","a046bf3d9c7c88d1204a2f12e24c1ea654aa9ddd85115b2089c50f2de21c738b","74967"
"MI455X-SIGN-0007","数据/card-completeness.csv","card_completeness_id","COMPLETE-M2W3-AMD-MI455X-SPECIAL_ENGINES","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/card-completeness.csv","cc683484036e9aa42321b5ce09166da03c36cb9c8b52495c075ad2b7fa376523","2876","draft","reviewed","","","","fcd8de6da2e100a78aa444ca56e747e632151786365e18f474cc37f28438338b","2ecef18a7b666fb0cd3bbc4de4cdd0144a682e1da14e6d74586688121ca068b4","ab66eb633088c0d977e970f0fc57da19e7f8345ce0897abdb0836e24b00a1e62","a046bf3d9c7c88d1204a2f12e24c1ea654aa9ddd85115b2089c50f2de21c738b","74967"
"MI455X-SIGN-0008","数据/card-completeness.csv","card_completeness_id","COMPLETE-M2W3-AMD-MI455X-SOFTWARE","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/card-completeness.csv","cc683484036e9aa42321b5ce09166da03c36cb9c8b52495c075ad2b7fa376523","2876","draft","reviewed","","","","ed849df56275a31a6e894208a1646717dcf6bba418e9b41b1f5291b88b811cac","bf2be1d1f507afa3693e95c3a99fdd8043f8416cad1418d1d662ca2f1f047d91","0a86c8b1cdbb0080a15d683d2abeee7fe52a9990ddc60cb51930c2d5224ff459","a046bf3d9c7c88d1204a2f12e24c1ea654aa9ddd85115b2089c50f2de21c738b","74967"
"MI455X-SIGN-0009","数据/card-completeness.csv","card_completeness_id","COMPLETE-M2W3-AMD-MI455X-EVIDENCE","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/card-completeness.csv","cc683484036e9aa42321b5ce09166da03c36cb9c8b52495c075ad2b7fa376523","2876","draft","reviewed","","","","b34a5672898da343f8b4640a83394991db8816af7391e56153ca2396643b0863","b8d8ab1546c61c070ee66a4cf99f6f8ca5af06559059766376284c591dcefe2b","3eefac9218abdfc716988c127bf75507c2f61bf878628a8c46eff8892c21e8c8","a046bf3d9c7c88d1204a2f12e24c1ea654aa9ddd85115b2089c50f2de21c738b","74967"
"MI455X-SIGN-0010","数据/components.csv","component_id","COMP-M2W3-AMD-MI455X-WGP","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/components.csv","a95b02d9181f9fed3e6f3613eaa545ff5408093b279ea7340c4c0020c4f373af","1119","draft","reviewed","","","","d3544642da6da3ca7bf2efa0b23bf72a3eab4108689442d0474cc9310b059730","c26c9379f7461e026a4dedf508e442dc65973287385d89bc8e322d28063a689b","d48f77d4b6ce9fa7c18824d70e420631667f7c17825b454561ea575a5686d233","506243dd2d4f48b281197d5113133e6591f19d14c4c818e0ef140c5039088cd6","43819"
