"endpoint_id","source_id","endpoint_type","url","local_path","sha256","page_count","mime_type","access_date","http_status","snapshot_date","is_preferred_endpoint","accessibility_status","review_status","notes"
"END-M2W2-AWS-PKG-A01-LATEST-SNAP-20260813","SRC-M2-GA-A01","web_snapshot","https://awsdocs-neuron.readthedocs-hosted.com/en/latest/about-neuron/arch/neuron-hardware/inferentia.html","最小参考资料库/快照/AWS/PackageImplementations/2026-08-13/A01-inferentia-latest-2026-08-13.html","76c26100a0a84ab09b4ec722b522c079e0f171c6c0730a1d02e86f6f80d822a2","","text/html","2026-08-13","200","2026-08-13","false","accessible","draft","正文与同日 v2.31.0 版本化抓取件逐字符相同，只作入口审计，不作为独立来源或首选定位。 正式合并时把 staging 抓取件复制到 local_path 指定位置。"
"END-M2W2-AWS-PKG-A01-V2310-SNAP-20260813","SRC-M2-GA-A01","web_snapshot","https://awsdocs-neuron.readthedocs-hosted.com/en/v2.31.0/about-neuron/arch/neuron-hardware/inferentia.html","最小参考资料库/快照/AWS/PackageImplementations/2026-08-13/A01-inferentia-v2.31.0-2026-08-13.html","8810e9d6ffa5aa84b6fd1a0a79dee9840d6972f9586dbc0c4fd5e49b3f6445ce","","text/html","2026-08-13","200","2026-08-13","true","accessible","draft","新建 2026-08-13 web_snapshot endpoint 候选；不补挂到 2026-08-12 旧 endpoint。 正式合并时把 staging 抓取件复制到 local_path 指定位置。"
"END-M2W2-AWS-PKG-A02-V291-SNAP-20260813","SRC-M2-GA-A02","web_snapshot","https://awsdocs-neuron.readthedocs-hosted.com/en/v2.9.1/general/arch/neuron-hardware/neuron-core-v1.html","最小参考资料库/快照/AWS/PackageImplementations/2026-08-13/A02-neuroncore-v1-v2.9.1-2026-08-13.html","06d7b61ef030db81956e2f814c5266138bd317e3354951e2a2071601cdd745cd","","text/html","2026-08-13","200","2026-08-13","true","accessible","draft","新建 2026-08-13 web_snapshot endpoint 候选；不补挂到 2026-08-12 旧 endpoint。 正式合并时把 staging 抓取件复制到 local_path 指定位置。"
"END-M2W2-AWS-PKG-A03-V2261-SNAP-20260813","SRC-M2-GA-A03","web_snapshot","https://awsdocs-neuron.readthedocs-hosted.com/en/v2.26.1/about-neuron/arch/neuron-hardware/trainium.html","最小参考资料库/快照/AWS/PackageImplementations/2026-08-13/A03-trainium-v2.26.1-2026-08-13.html","6257908ff6d5febd52f974340d35e2f5dcfe2c1c14b9c4132dcb3dc3124c7079","","text/html","2026-08-13","200","2026-08-13","true","accessible","draft","新建 2026-08-13 web_snapshot endpoint 候选；不补挂到 2026-08-12 旧 endpoint。 正式合并时把 staging 抓取件复制到 local_path 指定位置。"
"END-M2W2-AWS-PKG-A04-V2291-SNAP-20260813","SRC-M2-GA-A04","web_snapshot","https://awsdocs-neuron.readthedocs-hosted.com/en/v2.29.1/about-neuron/arch/neuron-hardware/inferentia2.html","最小参考资料库/快照/AWS/PackageImplementations/2026-08-13/A04-inferentia2-v2.29.1-2026-08-13.html","cc1c79f5255f6cc851dab448098adc54fea713a626c205bba4a5a2b5ef2372dd","","text/html","2026-08-13","200","2026-08-13","true","accessible","draft","新建 2026-08-13 web_snapshot endpoint 候选；不补挂到 2026-08-12 旧 endpoint。 正式合并时把 staging 抓取件复制到 local_path 指定位置。"
"END-M2W2-AWS-PKG-A05-V2291-SNAP-20260813","SRC-M2-GA-A05","web_snapshot","https://awsdocs-neuron.readthedocs-hosted.com/en/v2.29.1/nki/guides/architecture/trainium_inferentia2_arch.html","最小参考资料库/快照/AWS/PackageImplementations/2026-08-13/A05-trainium-inferentia2-nki-v2.29.1-2026-08-13.html","4d2318ec97548a8cb970ec06fb0c2f167a97aa17e361bb89563d057cb36b50cf","","text/html","2026-08-13","200","2026-08-13","true","accessible","draft","新建 2026-08-13 web_snapshot endpoint 候选；不补挂到 2026-08-12 旧 endpoint。 正式合并时把 staging 抓取件复制到 local_path 指定位置。"
"END-M2W2-AWS-PKG-A06-V2281-SNAP-20260813","SRC-M2-GA-A06","web_snapshot","https://awsdocs-neuron.readthedocs-hosted.com/en/v2.28.1/about-neuron/arch/neuron-hardware/trainium3.html","最小参考资料库/快照/AWS/PackageImplementations/2026-08-13/A06-trainium3-v2.28.1-2026-08-13.html","2fad4aca914e1a10289f636a273464d5f5f86ad6c5cc830092dfabb0bf786dcb","","text/html","2026-08-13","200","2026-08-13","true","accessible","draft","新建 2026-08-13 web_snapshot endpoint 候选；不补挂到 2026-08-12 旧 endpoint。 正式合并时把 staging 抓取件复制到 local_path 指定位置。"
"END-M2W2-AWS-PKG-A07-LATEST-SNAP-20260813","SRC-M2-GA-A07","web_snapshot","https://awsdocs-neuron.readthedocs-hosted.com/en/latest/nki/guides/architecture/trainium3_arch.html","最小参考资料库/快照/AWS/PackageImplementations/2026-08-13/A07-trainium3-nki-latest-2026-08-13.html","aa22cfcffd97e35e1d1c17a14480a1f5ace87f2adf7b5f46e26ba512d0ef209f","","text/html","2026-08-13","200","2026-08-13","false","accessible","draft","正文与同日 v2.31.0 版本化抓取件逐字符相同，只作入口审计，不作为独立来源或首选定位。 正式合并时把 staging 抓取件复制到 local_path 指定位置。"
"END-M2W2-AWS-PKG-A07-V2310-SNAP-20260813","SRC-M2-GA-A07","web_snapshot","https://awsdocs-neuron.readthedocs-hosted.com/en/v2.31.0/nki/guides/architecture/trainium3_arch.html","最小参考资料库/快照/AWS/PackageImplementations/2026-08-13/A07-trainium3-nki-v2.31.0-2026-08-13.html","4bb6e756d37069f83f36fca4144e494688a23396728b52338385a4ee8be6a2f2","","text/html","2026-08-13","200","2026-08-13","true","accessible","draft","新建 2026-08-13 web_snapshot endpoint 候选；不补挂到 2026-08-12 旧 endpoint。 正式合并时把 staging 抓取件复制到 local_path 指定位置。"
"END-M2W2-AWS-PKG-A08-DATED-SNAP-20260813","SRC-M2-GA-A08","web_snapshot","https://aws.amazon.com/about-aws/whats-new/2025/12/amazon-ec2-trn3-ultraservers/","最小参考资料库/快照/AWS/PackageImplementations/2026-08-13/A08-trn3-ultraservers-2025-12-02-fetched-2026-08-13.html","d10e887199750363ffb679347c78d27012a2d63c2cc2bf2a49704d16aee449cb","","text/html","2026-08-13","200","2026-08-13","true","accessible","draft","新建 2026-08-13 web_snapshot endpoint 候选；不补挂到 2026-08-12 旧 endpoint。 正式合并时把 staging 抓取件复制到 local_path 指定位置。"
