"sequence","timestamp_utc","phase","kind","relative_path","observed_sha256","details"
"1","2026-08-13T07:50:31.7659310Z","precommit","lock_acquired","","3e74fb021c4c85f7b97eab0c5fb379919bd9a256b8203c091441bfe17f48328c","D:\Workspace\2026projects\调研-训练推理芯片调研-资料汇总\审计\子代理交接\m2_ascend950_formal_transaction_prep\scripts\ASCEND950-FORMAL-TRANSACTION-LOCK-cd911a8c4847a55a.lock"
"2","2026-08-13T07:51:00.1894166Z","commit_begin","csv_replace","数据/card-completeness.csv","a046bf3d9c7c88d1204a2f12e24c1ea654aa9ddd85115b2089c50f2de21c738b","registered_before_move;candidate=3b4637714a43bff5ab9ff1d6b11108c980b8a031d06ba71bc4f9085c413e7af6"
"3","2026-08-13T07:51:00.2099008Z","commit_complete","csv_replace","数据/card-completeness.csv","3b4637714a43bff5ab9ff1d6b11108c980b8a031d06ba71bc4f9085c413e7af6","commit_index=1"
"4","2026-08-13T07:51:00.2150698Z","commit_begin","csv_replace","数据/components.csv","506243dd2d4f48b281197d5113133e6591f19d14c4c818e0ef140c5039088cd6","registered_before_move;candidate=d6f60a1cb98b6bf590f72fd10449cd803bc6112c4c80f39c3946e1b92ce59648"
"5","2026-08-13T07:51:00.2437754Z","commit_complete","csv_replace","数据/components.csv","d6f60a1cb98b6bf590f72fd10449cd803bc6112c4c80f39c3946e1b92ce59648","commit_index=2"
"6","2026-08-13T07:51:00.2476182Z","commit_begin","csv_replace","数据/condition-sets.csv","c80a2e5e5cf98e90a2902c871ca64093d3e9f572a871eedfa1f806d304bd94c3","registered_before_move;candidate=445b92ad028e21570420cae626e89fdcae41548b4aaaed775381d26c3c26ae08"
"7","2026-08-13T07:51:00.2719173Z","commit_complete","csv_replace","数据/condition-sets.csv","445b92ad028e21570420cae626e89fdcae41548b4aaaed775381d26c3c26ae08","commit_index=3"
"8","2026-08-13T07:51:00.2810121Z","rollback_begin","csv_restore","数据/condition-sets.csv","445b92ad028e21570420cae626e89fdcae41548b4aaaed775381d26c3c26ae08","reverse_index=2"
"9","2026-08-13T07:51:00.3074756Z","rollback_complete","csv_restore","数据/condition-sets.csv","c80a2e5e5cf98e90a2902c871ca64093d3e9f572a871eedfa1f806d304bd94c3","restored_premerge_backup"
"10","2026-08-13T07:51:00.3107264Z","rollback_begin","csv_restore","数据/components.csv","d6f60a1cb98b6bf590f72fd10449cd803bc6112c4c80f39c3946e1b92ce59648","reverse_index=1"
"11","2026-08-13T07:51:00.3410715Z","rollback_complete","csv_restore","数据/components.csv","506243dd2d4f48b281197d5113133e6591f19d14c4c818e0ef140c5039088cd6","restored_premerge_backup"
"12","2026-08-13T07:51:00.3446250Z","rollback_begin","csv_restore","数据/card-completeness.csv","3b4637714a43bff5ab9ff1d6b11108c980b8a031d06ba71bc4f9085c413e7af6","reverse_index=0"
"13","2026-08-13T07:51:00.3668231Z","rollback_complete","csv_restore","数据/card-completeness.csv","a046bf3d9c7c88d1204a2f12e24c1ea654aa9ddd85115b2089c50f2de21c738b","restored_premerge_backup"
"14","2026-08-13T07:51:00.4710840Z","rollback_complete","transaction","","f1520907d54e406e7d82f591e3799f07f569218aff0c321ac3b836b6c649da10","all_registered_changes_reversed"
