"signoff_row_id","binding_kind","source_path","source_sha256","source_bytes","target_path","pk_column","pk_value","source_review_status","authorized_review_status","semantic_status_column","semantic_status_before","semantic_status_after","source_line_sha256","freeze_manifest_sha256","freeze_manifest_bytes","freeze_aggregate_sha256","formal_baseline_manifest_sha256","formal_baseline_manifest_bytes","formal_baseline_aggregate_sha256","temporary_merge_validator_checks","verdict","reviewer","review_date","notes"
"MI350P-SIGN-0001","lifecycle_pk_write","审计/子代理交接/m2_staging/M2-W3-AMD-MI350P-CARD/structured/card-completeness.csv","a7823154fb69a3ecf85ece7e40732cf3dfee29331f278b742aeabecd3bd7a275","2955","数据/card-completeness.csv","card_completeness_id","COMPLETE-M2W3-AMD-MI350P-COMPUTE","draft","reviewed","","","","1132e39af9bf218ca4030a1120f0b5b3ebe8bf35ce7016a9107053cde616dfa6","1cb279b56f4fbfc688ed2f798646a93baed02ffbd34a647ffecf4cb6672f0e01","5567","152df43e8b64c2b78c54a41c6cf9bd7acfa4d3315fcf33d6128399b22f2f8825","68773358da2fe590aaaecdcccdaf0e68d61176df35d4b759dad14b4ae1174e5c","3970","f1520907d54e406e7d82f591e3799f07f569218aff0c321ac3b836b6c649da10","111343","accept","m2_final_review_mi350p","2026-08-13","仅授权该主键按冻结来源行追加，并把 review_status 从 draft 改为 reviewed；所有其余列保持冻结值。"
"MI350P-SIGN-0002","lifecycle_pk_write","审计/子代理交接/m2_staging/M2-W3-AMD-MI350P-CARD/structured/card-completeness.csv","a7823154fb69a3ecf85ece7e40732cf3dfee29331f278b742aeabecd3bd7a275","2955","数据/card-completeness.csv","card_completeness_id","COMPLETE-M2W3-AMD-MI350P-EVIDENCE","draft","reviewed","","","","67588b55f873d53dc50336d00abf5471c165ef563d3e72dd73123ce42511918a","1cb279b56f4fbfc688ed2f798646a93baed02ffbd34a647ffecf4cb6672f0e01","5567","152df43e8b64c2b78c54a41c6cf9bd7acfa4d3315fcf33d6128399b22f2f8825","68773358da2fe590aaaecdcccdaf0e68d61176df35d4b759dad14b4ae1174e5c","3970","f1520907d54e406e7d82f591e3799f07f569218aff0c321ac3b836b6c649da10","111343","accept","m2_final_review_mi350p","2026-08-13","仅授权该主键按冻结来源行追加，并把 review_status 从 draft 改为 reviewed；所有其余列保持冻结值。"
"MI350P-SIGN-0003","lifecycle_pk_write","审计/子代理交接/m2_staging/M2-W3-AMD-MI350P-CARD/structured/card-completeness.csv","a7823154fb69a3ecf85ece7e40732cf3dfee29331f278b742aeabecd3bd7a275","2955","数据/card-completeness.csv","card_completeness_id","COMPLETE-M2W3-AMD-MI350P-IDENTITY","draft","reviewed","","","","a2f25dbec3eb344ce8a11acd4d0ef496652c7cebfb9f7b9ae1405e4fbcf99e41","1cb279b56f4fbfc688ed2f798646a93baed02ffbd34a647ffecf4cb6672f0e01","5567","152df43e8b64c2b78c54a41c6cf9bd7acfa4d3315fcf33d6128399b22f2f8825","68773358da2fe590aaaecdcccdaf0e68d61176df35d4b759dad14b4ae1174e5c","3970","f1520907d54e406e7d82f591e3799f07f569218aff0c321ac3b836b6c649da10","111343","accept","m2_final_review_mi350p","2026-08-13","仅授权该主键按冻结来源行追加，并把 review_status 从 draft 改为 reviewed；所有其余列保持冻结值。"
"MI350P-SIGN-0004","lifecycle_pk_write","审计/子代理交接/m2_staging/M2-W3-AMD-MI350P-CARD/structured/card-completeness.csv","a7823154fb69a3ecf85ece7e40732cf3dfee29331f278b742aeabecd3bd7a275","2955","数据/card-completeness.csv","card_completeness_id","COMPLETE-M2W3-AMD-MI350P-INTERCONNECT","draft","reviewed","","","","69241fb1ea73a52c875dff50ae3f86f4b959a256d6f477f8d6cb2f2d03b05edb","1cb279b56f4fbfc688ed2f798646a93baed02ffbd34a647ffecf4cb6672f0e01","5567","152df43e8b64c2b78c54a41c6cf9bd7acfa4d3315fcf33d6128399b22f2f8825","68773358da2fe590aaaecdcccdaf0e68d61176df35d4b759dad14b4ae1174e5c","3970","f1520907d54e406e7d82f591e3799f07f569218aff0c321ac3b836b6c649da10","111343","accept","m2_final_review_mi350p","2026-08-13","仅授权该主键按冻结来源行追加，并把 review_status 从 draft 改为 reviewed；所有其余列保持冻结值。"
"MI350P-SIGN-0005","lifecycle_pk_write","审计/子代理交接/m2_staging/M2-W3-AMD-MI350P-CARD/structured/card-completeness.csv","a7823154fb69a3ecf85ece7e40732cf3dfee29331f278b742aeabecd3bd7a275","2955","数据/card-completeness.csv","card_completeness_id","COMPLETE-M2W3-AMD-MI350P-MEMORY","draft","reviewed","","","","908ddbede934ee19c172981abbade72b819cb9f068820a44bf545ba279684b82","1cb279b56f4fbfc688ed2f798646a93baed02ffbd34a647ffecf4cb6672f0e01","5567","152df43e8b64c2b78c54a41c6cf9bd7acfa4d3315fcf33d6128399b22f2f8825","68773358da2fe590aaaecdcccdaf0e68d61176df35d4b759dad14b4ae1174e5c","3970","f1520907d54e406e7d82f591e3799f07f569218aff0c321ac3b836b6c649da10","111343","accept","m2_final_review_mi350p","2026-08-13","仅授权该主键按冻结来源行追加，并把 review_status 从 draft 改为 reviewed；所有其余列保持冻结值。"
"MI350P-SIGN-0006","lifecycle_pk_write","审计/子代理交接/m2_staging/M2-W3-AMD-MI350P-CARD/structured/card-completeness.csv","a7823154fb69a3ecf85ece7e40732cf3dfee29331f278b742aeabecd3bd7a275","2955","数据/card-completeness.csv","card_completeness_id","COMPLETE-M2W3-AMD-MI350P-NUMERICS","draft","reviewed","","","","d6093bb26ddfeffafe99fbe1d9c3308741a2c27672c788cc01ff52665716fe8a","1cb279b56f4fbfc688ed2f798646a93baed02ffbd34a647ffecf4cb6672f0e01","5567","152df43e8b64c2b78c54a41c6cf9bd7acfa4d3315fcf33d6128399b22f2f8825","68773358da2fe590aaaecdcccdaf0e68d61176df35d4b759dad14b4ae1174e5c","3970","f1520907d54e406e7d82f591e3799f07f569218aff0c321ac3b836b6c649da10","111343","accept","m2_final_review_mi350p","2026-08-13","仅授权该主键按冻结来源行追加，并把 review_status 从 draft 改为 reviewed；所有其余列保持冻结值。"
"MI350P-SIGN-0007","lifecycle_pk_write","审计/子代理交接/m2_staging/M2-W3-AMD-MI350P-CARD/structured/card-completeness.csv","a7823154fb69a3ecf85ece7e40732cf3dfee29331f278b742aeabecd3bd7a275","2955","数据/card-completeness.csv","card_completeness_id","COMPLETE-M2W3-AMD-MI350P-PHYSICAL","draft","reviewed","","","","cd9f2d77f43ec09e8c45180c6600f0eee7002a1032c5bb5262b4c12c23099cad","1cb279b56f4fbfc688ed2f798646a93baed02ffbd34a647ffecf4cb6672f0e01","5567","152df43e8b64c2b78c54a41c6cf9bd7acfa4d3315fcf33d6128399b22f2f8825","68773358da2fe590aaaecdcccdaf0e68d61176df35d4b759dad14b4ae1174e5c","3970","f1520907d54e406e7d82f591e3799f07f569218aff0c321ac3b836b6c649da10","111343","accept","m2_final_review_mi350p","2026-08-13","仅授权该主键按冻结来源行追加，并把 review_status 从 draft 改为 reviewed；所有其余列保持冻结值。"
"MI350P-SIGN-0008","lifecycle_pk_write","审计/子代理交接/m2_staging/M2-W3-AMD-MI350P-CARD/structured/card-completeness.csv","a7823154fb69a3ecf85ece7e40732cf3dfee29331f278b742aeabecd3bd7a275","2955","数据/card-completeness.csv","card_completeness_id","COMPLETE-M2W3-AMD-MI350P-SOFTWARE","draft","reviewed","","","","7e5f56d0a2559af8daf5a38a0ab664a4ad0f3a68f1690a98ac70dd9ee5b1ce1f","1cb279b56f4fbfc688ed2f798646a93baed02ffbd34a647ffecf4cb6672f0e01","5567","152df43e8b64c2b78c54a41c6cf9bd7acfa4d3315fcf33d6128399b22f2f8825","68773358da2fe590aaaecdcccdaf0e68d61176df35d4b759dad14b4ae1174e5c","3970","f1520907d54e406e7d82f591e3799f07f569218aff0c321ac3b836b6c649da10","111343","accept","m2_final_review_mi350p","2026-08-13","仅授权该主键按冻结来源行追加，并把 review_status 从 draft 改为 reviewed；所有其余列保持冻结值。"
"MI350P-SIGN-0009","lifecycle_pk_write","审计/子代理交接/m2_staging/M2-W3-AMD-MI350P-CARD/structured/card-completeness.csv","a7823154fb69a3ecf85ece7e40732cf3dfee29331f278b742aeabecd3bd7a275","2955","数据/card-completeness.csv","card_completeness_id","COMPLETE-M2W3-AMD-MI350P-SPECIAL_ENGINES","draft","reviewed","","","","14a3e24027dda50f30d54d09eedd2decbde950554c69c3592952a0c29496fa55","1cb279b56f4fbfc688ed2f798646a93baed02ffbd34a647ffecf4cb6672f0e01","5567","152df43e8b64c2b78c54a41c6cf9bd7acfa4d3315fcf33d6128399b22f2f8825","68773358da2fe590aaaecdcccdaf0e68d61176df35d4b759dad14b4ae1174e5c","3970","f1520907d54e406e7d82f591e3799f07f569218aff0c321ac3b836b6c649da10","111343","accept","m2_final_review_mi350p","2026-08-13","仅授权该主键按冻结来源行追加，并把 review_status 从 draft 改为 reviewed；所有其余列保持冻结值。"
"MI350P-SIGN-0010","lifecycle_pk_write","审计/子代理交接/m2_staging/M2-W3-AMD-MI350P-CARD/structured/components.csv","083aff17ad5f9bc4c1c586526d5c0541352bd3a186f81284f0a0b426a2164f25","1131","数据/components.csv","component_id","COMP-M2W3-AMD-MI350P-CU","draft","reviewed","","","","af0aefccc32540c5eb8aee254b201adaf8bed08d136e5c92f6e779d044bc21df","1cb279b56f4fbfc688ed2f798646a93baed02ffbd34a647ffecf4cb6672f0e01","5567","152df43e8b64c2b78c54a41c6cf9bd7acfa4d3315fcf33d6128399b22f2f8825","68773358da2fe590aaaecdcccdaf0e68d61176df35d4b759dad14b4ae1174e5c","3970","f1520907d54e406e7d82f591e3799f07f569218aff0c321ac3b836b6c649da10","111343","accept","m2_final_review_mi350p","2026-08-13","仅授权该主键按冻结来源行追加，并把 review_status 从 draft 改为 reviewed；所有其余列保持冻结值。"
