"relative_path","sha256","bytes","role","in_aggregate"
"authorized-write-set.csv","f2f92876b801d5bc98f0e7540010c595070a8f1103039d763d32672f3bdcb801","157374","transaction_contract_or_inventory","true"
"backup-rollback-inventory.csv","02c08c6c81f3ebbd9d62c29a91d6e35ffd54e31623c8f78e89e9a285784afcc9","4130","transaction_contract_or_inventory","true"
"candidate-oracle-summary.json","86b60d0a4e8b6b709cb0bd9715eff8e901e23615c379ad4e0d48d804c7a51a52","681","validation_summary","true"
"candidate-validator-count-analysis.md","919e41c2a693c42fa19b1e19815795775c5e16ebe937c955ec4dcfddef6d1ad0","1274","validator_count_analysis","true"
"EXECUTION-ROLLBACK.md","621570b43d14d5c61f67878c37039a269cd26318fde6f9d675f06b4da6a7d741","4513","execution_rollback_contract","true"
"expected-candidate-19-table-posthashes.csv","49e57afa591d265717ca1bc08bb59d4efd86c81f6a571b4715f22226907b0074","14046","transaction_contract_or_inventory","true"
"formal-32-baseline.csv","c8c424fa21838248cca020b6c5feefd9c05287adec8c077474f0f36cff834f5f","4764","transaction_contract_or_inventory","true"
"formal-backup-manifest-template.csv","cdad29c6afe12ef4c2363b480096e057d315934918fb45c558d186a23db6d15b","3267","transaction_contract_or_inventory","true"
"formal-csv-backup-candidates.csv","acb17a4b9b41df585b013e136560f206ed5fc943102f0d231494852da834a9b3","4117","transaction_contract_or_inventory","true"
"formal-hard-deny-test.json","124982eb2e5569e2840276769856ac4a70083a792b6ea31875ac06af7fd5bf21","242","validation_summary","true"
"freeze-validation.json","4506f04c4109eb6aee684c8b4e38e24cf590b761fd21252d2fd0992caaa6825c","5847","freeze_validation","true"
"input-audit.json","5e05c4f504d06bd5e717f997d5b19102369ae88779e678693cc109ae786375db","1209","validation_summary","true"
"logs/candidate-oracle-validator.txt","6860a03e9415a11214e89f5448df744a4de58f9239bd5c8fc9d868feac015913","130","execution_log","true"
"logs/formal-hard-deny-output.txt","d5f1aa150ec851b288991ed928aba4a591fc73a427ec6957706e83a3fa5f608e","684","execution_log","true"
"logs/formal-validator-current.txt","54976a45522f446b1dafc74f01f83e9922cd80fb8e21f2b13c1f8bb79f9b0b75","130","execution_log","true"
"logs/negative-default-deny.txt","d5f1aa150ec851b288991ed928aba4a591fc73a427ec6957706e83a3fa5f608e","684","execution_log","true"
"logs/negative-pending-independent-signoff.txt","c8f498b1e3b88a1909fe1c3788de75d4cad1150c51bb07bab00d67f142d8ff2c","520","execution_log","true"
"logs/negative-preexisting-target.txt","4d112ab39815ee7e6d91f18d26d80c934d2cbd146f5e8a12b88485b54c0e4368","689","execution_log","true"
"logs/negative-wrong-mirror-marker.txt","07a3ae8c50cdde7131ae95fd64318fcf8163dd1f686f7fa1801355c38bbfa210","520","execution_log","true"
"logs/negative-wrong-premerge-hash.txt","83d82118f03841bbcb54da18a165442d4d0688ffe282c7b86cf8423c7aa8c11d","570","execution_log","true"
"logs/negative-wrong-token.txt","9c663d3e2ada48ebc29929fcc41312a08fa18be6eb4431e425cca32556832622","502","execution_log","true"
"logs/positive-executor-output.txt","6e873700ef4068b6e5469a867b5858e6fbf3c9336c6cac0ee194a00376eb014d","546","execution_log","true"
"logs/preflight-current-final.txt","f76d069517274317ba54c404e9df441c4c25b35623763bbdf926a03565026cb6","702","execution_log","true"
"logs/rollback_after_2_payloads-executor-output.txt","73a31160993de991b2053f885013e1fa13f5440c2f223a8f1999b6282eb260be","644","execution_log","true"
"logs/rollback_after_3_tables-executor-output.txt","c423c22223ed1a8fea97e2b1362a8253e0676e12c58e6cb129e50228ac9b49fe","652","execution_log","true"
"negative-gates.csv","adc9d9e7652a13609e460e4ffc0fe2cb18787a80b1e0250a2233b447e8c56429","1383","transaction_contract_or_inventory","true"
"negative-gates-summary.json","6dad3c438d5a0a2e0b489512004cd0909a9c94be0e3338bb31a58371149eea5e","323","validation_summary","true"
"new-file-targets.csv","483f458ad8f65602c9ac8acc191d743b8bad65790488e3a0db6dbce05da4a0fd","1651","transaction_contract_or_inventory","true"
"no-write-guards.csv","1a979d0ce56346c456e1e4f372ffe92b4800c15dba724944de57242a7522e28c","2114","transaction_contract_or_inventory","true"
"operator-error-log.csv","e7cb7d81cdec920046d0725560012cf23da68c3c043395dfd0e355b9c306d810","4362","operator_error_audit","true"
"progress-2026-08-13.md","b8eb40f14e46e08cca4ba9694f5475664ccf75ce1543a445f1e1f66c8b69a298","1715","checkpoint_record","true"
"README.md","addee03144f46bbd35a46b2845e0b141f985f9e7fd30b7c5a08e176f5f26802b","2721","human_entrypoint","true"
"rehearsal/positive-summary.json","16ab2719cb51b4223a26a9a7dd413fc3e69b74e13264e6ae0489b7a3e8e639e6","700","rehearsal_summary","true"
"rehearsal/result-positive/accepted-replay-output.txt","50bf40d6b8266c0e3d62301b9282017ac89b151562f21f74379f2b94bbbeaa35","88","rehearsal_primary_evidence","true"
"rehearsal/result-positive/candidate-19-table-posthashes.csv","49e57afa591d265717ca1bc08bb59d4efd86c81f6a571b4715f22226907b0074","14046","rehearsal_primary_evidence","true"
"rehearsal/result-positive/candidate-validator-output.txt","6860a03e9415a11214e89f5448df744a4de58f9239bd5c8fc9d868feac015913","130","rehearsal_primary_evidence","true"
"rehearsal/result-positive/commit-rollback-journal.csv","c1b19950405635a00a9cc45cf0a71781da1c323a48f43741219a81a8b6fba2ce","11271","rehearsal_primary_evidence","true"
"rehearsal/result-positive/post-commit-validator-output.txt","6860a03e9415a11214e89f5448df744a4de58f9239bd5c8fc9d868feac015913","130","rehearsal_primary_evidence","true"
"rehearsal/result-positive/preflight-output.txt","f76d069517274317ba54c404e9df441c4c25b35623763bbdf926a03565026cb6","702","rehearsal_primary_evidence","true"
"rehearsal/result-positive/transaction-outcome.json","6e873700ef4068b6e5469a867b5858e6fbf3c9336c6cac0ee194a00376eb014d","546","rehearsal_primary_evidence","true"
"rehearsal/result-rollback_after_2_payloads/accepted-replay-output.txt","50bf40d6b8266c0e3d62301b9282017ac89b151562f21f74379f2b94bbbeaa35","88","rehearsal_primary_evidence","true"
"rehearsal/result-rollback_after_2_payloads/candidate-19-table-posthashes.csv","49e57afa591d265717ca1bc08bb59d4efd86c81f6a571b4715f22226907b0074","14046","rehearsal_primary_evidence","true"
"rehearsal/result-rollback_after_2_payloads/candidate-validator-output.txt","6860a03e9415a11214e89f5448df744a4de58f9239bd5c8fc9d868feac015913","130","rehearsal_primary_evidence","true"
"rehearsal/result-rollback_after_2_payloads/commit-rollback-journal.csv","fb193da2408cb4323eaedddfc78a67fe460cde3bdbea38549be496dea5f206ea","18544","rehearsal_primary_evidence","true"
"rehearsal/result-rollback_after_2_payloads/preflight-output.txt","f76d069517274317ba54c404e9df441c4c25b35623763bbdf926a03565026cb6","702","rehearsal_primary_evidence","true"
"rehearsal/result-rollback_after_2_payloads/transaction-outcome.json","f6e16e54b25efd9b53916d14fe3d1eeba6b5fe4f88e5b2d0912365aad9274ba8","293","rehearsal_primary_evidence","true"
"rehearsal/result-rollback_after_3_tables/accepted-replay-output.txt","50bf40d6b8266c0e3d62301b9282017ac89b151562f21f74379f2b94bbbeaa35","88","rehearsal_primary_evidence","true"
"rehearsal/result-rollback_after_3_tables/candidate-19-table-posthashes.csv","49e57afa591d265717ca1bc08bb59d4efd86c81f6a571b4715f22226907b0074","14046","rehearsal_primary_evidence","true"
"rehearsal/result-rollback_after_3_tables/candidate-validator-output.txt","6860a03e9415a11214e89f5448df744a4de58f9239bd5c8fc9d868feac015913","130","rehearsal_primary_evidence","true"
"rehearsal/result-rollback_after_3_tables/commit-rollback-journal.csv","4cd4428f5fd91547bf2ffc97fd824b58b9102675f65f976ae386784bad60d019","3023","rehearsal_primary_evidence","true"
"rehearsal/result-rollback_after_3_tables/preflight-output.txt","f76d069517274317ba54c404e9df441c4c25b35623763bbdf926a03565026cb6","702","rehearsal_primary_evidence","true"
"rehearsal/result-rollback_after_3_tables/transaction-outcome.json","cc0e54a8c5421c307081ad00b4ac842dc0f31e2ae4e0766428a19bbdfedf0783","296","rehearsal_primary_evidence","true"
"rehearsal/rollback_after_2_payloads-summary.json","94abd83d640ca002c25d627f686b495c688d3f7b43f66077ad9e25f75bb81ac0","729","rehearsal_summary","true"
"rehearsal/rollback_after_3_tables-summary.json","ae306d65d3982e4b097238ff041e31afde152140c6e52ebb7574a08669811d7d","725","rehearsal_summary","true"
"rehearsal-scenarios.csv","58594d9323e7c144fbf7b97bf4d568bd22a83d3ac7298dfb6bc2eddc0c8279b2","1708","rehearsal_summary","true"
"rehearsal-summary.json","1b585fb4abcd2d7c9841f31fc9a429f1ff8271aee4ba4d306f0672284942ae61","807","rehearsal_summary","true"
"scripts/Build-MI350PCandidateOracle.ps1","4eefc581acbe7161c8901ec33ae4cecb7631c067fbce6190177e6ba1e1b3a465","10494","controlled_script","true"
"scripts/Build-MI350PStaticContract.ps1","cc606a1255ed033137cb93fef1ab4cbda1633c714e1d07c227290738f1e2bcde","26762","controlled_script","true"
"scripts/Invoke-MI350PFormalTransaction.ps1","2967a9d0a023268438ddb3bcc139910ce1404faceb3fae63f1a42a27eda2e6a9","47271","controlled_script","true"
"scripts/Replay-MI350PAuthorizedRows.ps1","e2a57afb8bd656699978160e2042eee2bbe6e6ccb0639c0c229e3d842a0deee7","5606","controlled_script","true"
"scripts/Test-MI350PFormalTransactionPreflight.ps1","6547bda349d55585ffd55fbd538fe910b9a950b67902febf876476ebd4a45dc4","15395","controlled_script","true"
"scripts/Test-MI350PFormalTransactionRehearsal.ps1","2e4e2662d16867472aa517914ba758db75cda9f288638a262039a5008b71a470","8790","controlled_script","true"
"scripts/Test-MI350PNegativeGates.ps1","f62a08bdf0ed5ce6858ac49a96195027fab7655dfbf467eb5334ee4559646ebb","6746","controlled_script","true"
"static-contract-checks.json","2c71c245aa31087acffcc5de2b3be87f707205d053ef4cd75d711103193246db","1499","validation_summary","true"
