"signoff_row_id","target_path","pk_column","pk_value","source_path","source_sha256","source_bytes","source_review_status","authorized_review_status","semantic_status_column","semantic_status_before","semantic_status_after","signed_source_line_sha256","canonical_source_row_sha256","canonical_authorized_row_sha256","formal_premerge_sha256","formal_premerge_bytes"
"MI350P-SIGN-0001","数据/card-completeness.csv","card_completeness_id","COMPLETE-M2W3-AMD-MI350P-COMPUTE","审计/子代理交接/m2_staging/M2-W3-AMD-MI350P-CARD/structured/card-completeness.csv","a7823154fb69a3ecf85ece7e40732cf3dfee29331f278b742aeabecd3bd7a275","2955","draft","reviewed","","","","1132e39af9bf218ca4030a1120f0b5b3ebe8bf35ce7016a9107053cde616dfa6","1132e39af9bf218ca4030a1120f0b5b3ebe8bf35ce7016a9107053cde616dfa6","e2464b03db5d5abb3605309e3689d18e14a75c3830ace842197acd9dbe05328d","a046bf3d9c7c88d1204a2f12e24c1ea654aa9ddd85115b2089c50f2de21c738b","74967"
"MI350P-SIGN-0002","数据/card-completeness.csv","card_completeness_id","COMPLETE-M2W3-AMD-MI350P-EVIDENCE","审计/子代理交接/m2_staging/M2-W3-AMD-MI350P-CARD/structured/card-completeness.csv","a7823154fb69a3ecf85ece7e40732cf3dfee29331f278b742aeabecd3bd7a275","2955","draft","reviewed","","","","67588b55f873d53dc50336d00abf5471c165ef563d3e72dd73123ce42511918a","67588b55f873d53dc50336d00abf5471c165ef563d3e72dd73123ce42511918a","f0b72f5787b89e85b4edfc25d3b58825832ff9fa8448a42e144d35ea407fa3c7","a046bf3d9c7c88d1204a2f12e24c1ea654aa9ddd85115b2089c50f2de21c738b","74967"
"MI350P-SIGN-0003","数据/card-completeness.csv","card_completeness_id","COMPLETE-M2W3-AMD-MI350P-IDENTITY","审计/子代理交接/m2_staging/M2-W3-AMD-MI350P-CARD/structured/card-completeness.csv","a7823154fb69a3ecf85ece7e40732cf3dfee29331f278b742aeabecd3bd7a275","2955","draft","reviewed","","","","a2f25dbec3eb344ce8a11acd4d0ef496652c7cebfb9f7b9ae1405e4fbcf99e41","a2f25dbec3eb344ce8a11acd4d0ef496652c7cebfb9f7b9ae1405e4fbcf99e41","cac67c78954b0c482e9c66f671b3da4a3f6c3a1063039d2cfda01a193e87accf","a046bf3d9c7c88d1204a2f12e24c1ea654aa9ddd85115b2089c50f2de21c738b","74967"
"MI350P-SIGN-0004","数据/card-completeness.csv","card_completeness_id","COMPLETE-M2W3-AMD-MI350P-INTERCONNECT","审计/子代理交接/m2_staging/M2-W3-AMD-MI350P-CARD/structured/card-completeness.csv","a7823154fb69a3ecf85ece7e40732cf3dfee29331f278b742aeabecd3bd7a275","2955","draft","reviewed","","","","69241fb1ea73a52c875dff50ae3f86f4b959a256d6f477f8d6cb2f2d03b05edb","69241fb1ea73a52c875dff50ae3f86f4b959a256d6f477f8d6cb2f2d03b05edb","2a4bce4d33b56da2dff65f75f15cdd9d7c1020d8ce3d9a1482fa4cc81dc90923","a046bf3d9c7c88d1204a2f12e24c1ea654aa9ddd85115b2089c50f2de21c738b","74967"
"MI350P-SIGN-0005","数据/card-completeness.csv","card_completeness_id","COMPLETE-M2W3-AMD-MI350P-MEMORY","审计/子代理交接/m2_staging/M2-W3-AMD-MI350P-CARD/structured/card-completeness.csv","a7823154fb69a3ecf85ece7e40732cf3dfee29331f278b742aeabecd3bd7a275","2955","draft","reviewed","","","","908ddbede934ee19c172981abbade72b819cb9f068820a44bf545ba279684b82","908ddbede934ee19c172981abbade72b819cb9f068820a44bf545ba279684b82","e8d10bd4c93c078b069ed405c1b48cedb56d366d054c80e5e97965b5f14b1b79","a046bf3d9c7c88d1204a2f12e24c1ea654aa9ddd85115b2089c50f2de21c738b","74967"
"MI350P-SIGN-0006","数据/card-completeness.csv","card_completeness_id","COMPLETE-M2W3-AMD-MI350P-NUMERICS","审计/子代理交接/m2_staging/M2-W3-AMD-MI350P-CARD/structured/card-completeness.csv","a7823154fb69a3ecf85ece7e40732cf3dfee29331f278b742aeabecd3bd7a275","2955","draft","reviewed","","","","d6093bb26ddfeffafe99fbe1d9c3308741a2c27672c788cc01ff52665716fe8a","d6093bb26ddfeffafe99fbe1d9c3308741a2c27672c788cc01ff52665716fe8a","bbd25cb0bb5cc4a8a15bc13d48b0377bcad6422d6655f0bb495e170460ba9b33","a046bf3d9c7c88d1204a2f12e24c1ea654aa9ddd85115b2089c50f2de21c738b","74967"
"MI350P-SIGN-0007","数据/card-completeness.csv","card_completeness_id","COMPLETE-M2W3-AMD-MI350P-PHYSICAL","审计/子代理交接/m2_staging/M2-W3-AMD-MI350P-CARD/structured/card-completeness.csv","a7823154fb69a3ecf85ece7e40732cf3dfee29331f278b742aeabecd3bd7a275","2955","draft","reviewed","","","","cd9f2d77f43ec09e8c45180c6600f0eee7002a1032c5bb5262b4c12c23099cad","cd9f2d77f43ec09e8c45180c6600f0eee7002a1032c5bb5262b4c12c23099cad","deff68ec34e768366908f0b012516bf5f252b122d66e865097c6d814eb2c49fe","a046bf3d9c7c88d1204a2f12e24c1ea654aa9ddd85115b2089c50f2de21c738b","74967"
"MI350P-SIGN-0008","数据/card-completeness.csv","card_completeness_id","COMPLETE-M2W3-AMD-MI350P-SOFTWARE","审计/子代理交接/m2_staging/M2-W3-AMD-MI350P-CARD/structured/card-completeness.csv","a7823154fb69a3ecf85ece7e40732cf3dfee29331f278b742aeabecd3bd7a275","2955","draft","reviewed","","","","7e5f56d0a2559af8daf5a38a0ab664a4ad0f3a68f1690a98ac70dd9ee5b1ce1f","7e5f56d0a2559af8daf5a38a0ab664a4ad0f3a68f1690a98ac70dd9ee5b1ce1f","0768ee78713188ea27936860a5890cf60d7957276b3cc9b08f70000a6b84d7d8","a046bf3d9c7c88d1204a2f12e24c1ea654aa9ddd85115b2089c50f2de21c738b","74967"
"MI350P-SIGN-0009","数据/card-completeness.csv","card_completeness_id","COMPLETE-M2W3-AMD-MI350P-SPECIAL_ENGINES","审计/子代理交接/m2_staging/M2-W3-AMD-MI350P-CARD/structured/card-completeness.csv","a7823154fb69a3ecf85ece7e40732cf3dfee29331f278b742aeabecd3bd7a275","2955","draft","reviewed","","","","14a3e24027dda50f30d54d09eedd2decbde950554c69c3592952a0c29496fa55","14a3e24027dda50f30d54d09eedd2decbde950554c69c3592952a0c29496fa55","2bf3f4e60b75ddb8b778ebe46566a7a37efff9523ab36f0451757a733933a8d5","a046bf3d9c7c88d1204a2f12e24c1ea654aa9ddd85115b2089c50f2de21c738b","74967"
"MI350P-SIGN-0010","数据/components.csv","component_id","COMP-M2W3-AMD-MI350P-CU","审计/子代理交接/m2_staging/M2-W3-AMD-MI350P-CARD/structured/components.csv","083aff17ad5f9bc4c1c586526d5c0541352bd3a186f81284f0a0b426a2164f25","1131","draft","reviewed","","","","af0aefccc32540c5eb8aee254b201adaf8bed08d136e5c92f6e779d044bc21df","af0aefccc32540c5eb8aee254b201adaf8bed08d136e5c92f6e779d044bc21df","f104c63cb4b339d3adddac56427d640dfd0d7a10f10aae89bd01bd222bbbecee","506243dd2d4f48b281197d5113133e6591f19d14c4c818e0ef140c5039088cd6","43819"
