"endpoint_id","source_id","endpoint_type","url","local_path","sha256","page_count","mime_type","access_date","http_status","snapshot_date","is_preferred_endpoint","accessibility_status","review_status","notes"
"END-M2NA-NVIDIA-AMPERE-WP-2020-REMOTE","SRC-M2NA-NVIDIA-AMPERE-WP-2020","pdf_direct","https://images.nvidia.com/aem-dam/en-zz/Solutions/data-center/nvidia-ampere-architecture-whitepaper.pdf","","","","application/pdf","2026-08-12","200","","false","accessible","draft","Official publisher endpoint checked at the fixed cutoff date."
"END-M2NA-NVIDIA-AMPERE-WP-2020-LOCAL","SRC-M2NA-NVIDIA-AMPERE-WP-2020","local_pdf","","论文/NVIDIA_GPU/90_官方白皮书与技术资料/2020_NVIDIA_A100_Architecture_Whitepaper.pdf","3a800ad7668ec37037fa5870a8e3bb681b75f19668b3d11492ab9b0da0d58815","82","application/pdf","2026-08-12","","2026-08-12","true","accessible","draft","Fixed local PDF; hash and page count checked."
"END-M2NA-NVIDIA-ADA-WP-2022-REMOTE","SRC-M2NA-NVIDIA-ADA-WP-2022","pdf_direct","https://images.nvidia.com/aem-dam/Solutions/geforce/ada/nvidia-ada-gpu-architecture.pdf","","","","application/pdf","2026-08-12","200","","false","accessible","draft","Official publisher endpoint checked at the fixed cutoff date."
"END-M2NA-NVIDIA-ADA-WP-2022-LOCAL","SRC-M2NA-NVIDIA-ADA-WP-2022","local_pdf","","论文/NVIDIA_GPU/90_官方白皮书与技术资料/2022_NVIDIA_Ada_Architecture_Whitepaper.pdf","7cbe859bf7e63e16921536042fef24788968667c967529427099e97be0805ed1","41","application/pdf","2026-08-12","","2026-08-12","true","accessible","draft","Fixed local PDF; hash and page count checked."
"END-M2NA-NVIDIA-BLACKWELL-BRIEF-V2-1-REMOTE","SRC-M2NA-NVIDIA-BLACKWELL-BRIEF-V2-1","publisher_page","https://nvdam.widen.net/s/xqt56dflgh/nvidia-blackwell-architecture-technical-brief","","","","text/html","2026-08-12","200","","false","accessible","draft","Official publisher endpoint checked at the fixed cutoff date."
"END-M2NA-NVIDIA-BLACKWELL-BRIEF-V2-1-LOCAL","SRC-M2NA-NVIDIA-BLACKWELL-BRIEF-V2-1","local_pdf","","论文/NVIDIA_GPU/90_官方白皮书与技术资料/NVIDIA_Blackwell_Architecture_Technical_Brief_v2.1.pdf","4227519debc44f7aac92719620f9161dbe1e7c2135aee57d91c1cbe32332c034","31","application/pdf","2026-08-12","","2026-08-12","true","accessible","draft","Fixed local PDF; hash and page count checked."
"END-M2NA-NVIDIA-BLACKWELL-HC36-2024-REMOTE","SRC-M2NA-NVIDIA-BLACKWELL-HC36-2024","pdf_direct","https://hc2024.hotchips.org/assets/program/conference/day1/64_HC2024.NVIDIA.TirumalaWong.pdf","","","","application/pdf","2026-08-12","200","","false","accessible","draft","Official publisher endpoint checked at the fixed cutoff date."
"END-M2NA-NVIDIA-BLACKWELL-HC36-2024-LOCAL","SRC-M2NA-NVIDIA-BLACKWELL-HC36-2024","local_pdf","","论文/NVIDIA_GPU/01_厂商直接架构论文/2024_NVIDIA_Blackwell_Platform_HotChips36.pdf","fb50b2953769348cdb18175dc7d4b2b5e3b8fc4c27bd4449ea3a0f5a1dd1911f","33","application/pdf","2026-08-12","","2026-08-12","true","accessible","draft","Fixed local PDF; hash and page count checked."
"END-M2NA-NVIDIA-PTX-ISA-9-3-REMOTE","SRC-M2NA-NVIDIA-PTX-ISA-9-3","html_page","https://docs.nvidia.com/cuda/parallel-thread-execution/index.html","","","","text/html","2026-08-12","200","","true","accessible","draft","Official publisher endpoint checked at the fixed cutoff date."
"END-M2NA-NVIDIA-BLACKWELL-TUNING-12-8-REMOTE","SRC-M2NA-NVIDIA-BLACKWELL-TUNING-12-8","pdf_direct","https://docs.nvidia.com/cuda/archive/12.8.0/pdf/Blackwell_Tuning_Guide.pdf","","","","application/pdf","2026-08-12","200","","false","accessible","draft","Official publisher endpoint checked at the fixed cutoff date."
