"requirement_id","object_id","component_id","link_id","object_relation_id","precision_path_id","capability_id","topology_id","field_id","requirement_status","applicability_reason","search_status","last_searched_date","requirement_fingerprint","review_status","notes"
"REQ-M2GA-GOOGLE_TPU_V3_ARCH-COMP-THROUGHPUT","OBJ-GOOGLE-TPU-V3-ARCH","","","","","","","FIELD-COMP-THROUGHPUT","not_applicable","architecture_generation 不承载具体芯片/云加速器的峰值、容量或带宽实现数值","completed","2026-08-12","RFP-GOOGLE_TPU_V3_ARCH-FIELD-COMP-THROUGHPUT","draft","数值候选保存在 deferred_implementation_facts.csv，待目标实现对象建立后迁移"
"REQ-M2GA-GOOGLE_TPU_V3_ARCH-MEM-CAPACITY","OBJ-GOOGLE-TPU-V3-ARCH","","","","","","","FIELD-MEM-CAPACITY","not_applicable","architecture_generation 不承载具体芯片/云加速器的峰值、容量或带宽实现数值","completed","2026-08-12","RFP-GOOGLE_TPU_V3_ARCH-FIELD-MEM-CAPACITY","draft","数值候选保存在 deferred_implementation_facts.csv，待目标实现对象建立后迁移"
"REQ-M2GA-GOOGLE_TPU_V3_ARCH-MEM-READ-BW","OBJ-GOOGLE-TPU-V3-ARCH","","","","","","","FIELD-MEM-READ-BW","not_applicable","architecture_generation 不承载具体芯片/云加速器的峰值、容量或带宽实现数值","completed","2026-08-12","RFP-GOOGLE_TPU_V3_ARCH-FIELD-MEM-READ-BW","draft","数值候选保存在 deferred_implementation_facts.csv，待目标实现对象建立后迁移"
"REQ-M2GA-GOOGLE_TPU_V3_ARCH-INT-AGGREGATE-BW","OBJ-GOOGLE-TPU-V3-ARCH","","","","","","","FIELD-INT-AGGREGATE-BW","not_applicable","architecture_generation 不承载具体芯片/云加速器的峰值、容量或带宽实现数值","completed","2026-08-12","RFP-GOOGLE_TPU_V3_ARCH-FIELD-INT-AGGREGATE-BW","draft","数值候选保存在 deferred_implementation_facts.csv，待目标实现对象建立后迁移"
"REQ-M2GA-GOOGLE_TPU_V4_ARCH-COMP-THROUGHPUT","OBJ-GOOGLE-TPU-V4-ARCH","","","","","","","FIELD-COMP-THROUGHPUT","not_applicable","architecture_generation 不承载具体芯片/云加速器的峰值、容量或带宽实现数值","completed","2026-08-12","RFP-GOOGLE_TPU_V4_ARCH-FIELD-COMP-THROUGHPUT","draft","数值候选保存在 deferred_implementation_facts.csv，待目标实现对象建立后迁移"
"REQ-M2GA-GOOGLE_TPU_V4_ARCH-MEM-CAPACITY","OBJ-GOOGLE-TPU-V4-ARCH","","","","","","","FIELD-MEM-CAPACITY","not_applicable","architecture_generation 不承载具体芯片/云加速器的峰值、容量或带宽实现数值","completed","2026-08-12","RFP-GOOGLE_TPU_V4_ARCH-FIELD-MEM-CAPACITY","draft","数值候选保存在 deferred_implementation_facts.csv，待目标实现对象建立后迁移"
"REQ-M2GA-GOOGLE_TPU_V4_ARCH-MEM-READ-BW","OBJ-GOOGLE-TPU-V4-ARCH","","","","","","","FIELD-MEM-READ-BW","not_applicable","architecture_generation 不承载具体芯片/云加速器的峰值、容量或带宽实现数值","completed","2026-08-12","RFP-GOOGLE_TPU_V4_ARCH-FIELD-MEM-READ-BW","draft","数值候选保存在 deferred_implementation_facts.csv，待目标实现对象建立后迁移"
"REQ-M2GA-GOOGLE_TPU_V4_ARCH-INT-AGGREGATE-BW","OBJ-GOOGLE-TPU-V4-ARCH","","","","","","","FIELD-INT-AGGREGATE-BW","not_applicable","architecture_generation 不承载具体芯片/云加速器的峰值、容量或带宽实现数值","completed","2026-08-12","RFP-GOOGLE_TPU_V4_ARCH-FIELD-INT-AGGREGATE-BW","draft","数值候选保存在 deferred_implementation_facts.csv，待目标实现对象建立后迁移"
"REQ-M2GA-GOOGLE_TPU_V5E_ARCH-COMP-THROUGHPUT","OBJ-GOOGLE-TPU-V5E-ARCH","","","","","","","FIELD-COMP-THROUGHPUT","not_applicable","architecture_generation 不承载具体芯片/云加速器的峰值、容量或带宽实现数值","completed","2026-08-12","RFP-GOOGLE_TPU_V5E_ARCH-FIELD-COMP-THROUGHPUT","draft","数值候选保存在 deferred_implementation_facts.csv，待目标实现对象建立后迁移"
"REQ-M2GA-GOOGLE_TPU_V5E_ARCH-MEM-CAPACITY","OBJ-GOOGLE-TPU-V5E-ARCH","","","","","","","FIELD-MEM-CAPACITY","not_applicable","architecture_generation 不承载具体芯片/云加速器的峰值、容量或带宽实现数值","completed","2026-08-12","RFP-GOOGLE_TPU_V5E_ARCH-FIELD-MEM-CAPACITY","draft","数值候选保存在 deferred_implementation_facts.csv，待目标实现对象建立后迁移"
