"sequence","timestamp_utc","phase","kind","relative_path","observed_sha256","details"
"1","2026-08-13T08:15:34.6904084Z","precommit","lock_acquired","","4cd57efbad8c6c8897c1e750ec2a193845681c06dd145ba7da581ae30b8a3173","Q:\p\scripts\MI350P-FORMAL-TRANSACTION-LOCK-04ef1a23a976b48c.lock"
"2","2026-08-13T08:15:55.9876459Z","commit_begin","csv_replace","数据/card-completeness.csv","a046bf3d9c7c88d1204a2f12e24c1ea654aa9ddd85115b2089c50f2de21c738b","registered_before_move;candidate=ec30a8003e6359a9884154a2f1e9ef96f78d36b6a3fa9a62fb9ec670f5d299d2"
"3","2026-08-13T08:15:56.0109728Z","commit_complete","csv_replace","数据/card-completeness.csv","ec30a8003e6359a9884154a2f1e9ef96f78d36b6a3fa9a62fb9ec670f5d299d2","commit_index=1"
"4","2026-08-13T08:15:56.0161024Z","commit_begin","csv_replace","数据/components.csv","506243dd2d4f48b281197d5113133e6591f19d14c4c818e0ef140c5039088cd6","registered_before_move;candidate=bdacd9a4db0abca65dc177743e4932db626c0e4e95563487245d4c969ed98c1b"
"5","2026-08-13T08:15:56.0421327Z","commit_complete","csv_replace","数据/components.csv","bdacd9a4db0abca65dc177743e4932db626c0e4e95563487245d4c969ed98c1b","commit_index=2"
"6","2026-08-13T08:15:56.0472490Z","commit_begin","csv_replace","数据/condition-sets.csv","c80a2e5e5cf98e90a2902c871ca64093d3e9f572a871eedfa1f806d304bd94c3","registered_before_move;candidate=93e4524025b8e2192c0e46d5cd56d46d0333996b09a26bda945d2a9f4b9b8054"
"7","2026-08-13T08:15:56.0772348Z","commit_complete","csv_replace","数据/condition-sets.csv","93e4524025b8e2192c0e46d5cd56d46d0333996b09a26bda945d2a9f4b9b8054","commit_index=3"
"8","2026-08-13T08:15:56.0830256Z","commit_begin","csv_replace","数据/facts.csv","7886e76bac608e8cfd0131a15d93922596bb5a0d8b16508a696c7d91877c50ea","registered_before_move;candidate=ef06b282153529e90c440156958479d3e69d80ef964721d690ce63752888be78"
"9","2026-08-13T08:15:56.1121420Z","commit_complete","csv_replace","数据/facts.csv","ef06b282153529e90c440156958479d3e69d80ef964721d690ce63752888be78","commit_index=4"
"10","2026-08-13T08:15:56.1174084Z","commit_begin","csv_replace","数据/field-requirements.csv","de19ee1e1a3beecdf3658d4c8b302e60d43eaaf9e58acfbd369388992eb9afb2","registered_before_move;candidate=029c3f9ea2a84c8c9f4946f19971c2fa7997c36ac2243d825ccefe51def7e99f"
"11","2026-08-13T08:15:56.1430649Z","commit_complete","csv_replace","数据/field-requirements.csv","029c3f9ea2a84c8c9f4946f19971c2fa7997c36ac2243d825ccefe51def7e99f","commit_index=5"
"12","2026-08-13T08:15:56.1469086Z","commit_begin","csv_replace","数据/links.csv","71dc144abeae14c1607c75ef060f0305aa910e05823159ce4dca1b5105e9b51e","registered_before_move;candidate=4062ede242ad52eaa70a2ad4e5470a487cca8bc20ab8417668fc6872636762dd"
"13","2026-08-13T08:15:56.1721287Z","commit_complete","csv_replace","数据/links.csv","4062ede242ad52eaa70a2ad4e5470a487cca8bc20ab8417668fc6872636762dd","commit_index=6"
"14","2026-08-13T08:15:56.1764888Z","commit_begin","csv_replace","数据/memory-levels.csv","e1e6f95da738de7ae3c673ebd66707e2ddf13c411afd72c6383fd375697398fa","registered_before_move;candidate=eb56148f19ec2ade6df304774e56bc7cf4780ab22f0a14613c76a3bf5fd3d2c5"
"15","2026-08-13T08:15:56.2057088Z","commit_complete","csv_replace","数据/memory-levels.csv","eb56148f19ec2ade6df304774e56bc7cf4780ab22f0a14613c76a3bf5fd3d2c5","commit_index=7"
