"requirement_id","object_id","component_id","link_id","object_relation_id","precision_path_id","capability_id","topology_id","field_id","requirement_status","applicability_reason","search_status","last_searched_date","requirement_fingerprint","review_status","notes"
"REQ-AWS-TRN2-0088","","","","OREL-AWS-TRN2-3XLARGE-CONTAINS-TRAINIUM2","","","","FIELD-REL-QUANTITY","value_available","Trainium2 试填资料卡明确覆盖的字段","completed","2026-08-13","RFP-AWS-TRN2-FACT-AWS-TRN2-3XL-CHIP-QTY-S07-20260813","reviewed","S07 Product details 表直接支持 1 个 Trainium2；原 S06 错挂断言已删除"
"REQ-AWS-TRN2-0107","","","LINK-AWS-TRN2-3XL-EFAV3","","","","","FIELD-INT-INJECTION-BW","value_available","Trainium2 试填资料卡明确覆盖的字段","completed","2026-08-13","RFP-AWS-TRN2-3XL-EFA-INJECTION-BYTEPS-20260813","reviewed","实例级 EFAv3 注入带宽；规范值为 byte/s，原始 0.2 Tbps 留在断言"
"REQ-AWS-TRN2-0108","","","LINK-AWS-TRN2-48XL-EFAV3","","","","","FIELD-INT-INJECTION-BW","value_available","Trainium2 试填资料卡明确覆盖的字段","completed","2026-08-13","RFP-AWS-TRN2-48XL-EFA-INJECTION-BYTEPS-20260813","reviewed","实例级 EFAv3 注入带宽；规范值为 byte/s，原始 3.2 Tbps 留在断言"
"REQ-AWS-TRN2-0109","","","LINK-AWS-TRN2U-48XL-EFAV3","","","","","FIELD-INT-INJECTION-BW","value_available","Trainium2 试填资料卡明确覆盖的字段","completed","2026-08-13","RFP-AWS-TRN2U-48XL-EFA-INJECTION-BYTEPS-20260813","reviewed","实例级 EFAv3 注入带宽；规范值为 byte/s，原始 3.2 Tbps 留在断言"
"REQ-AWS-TRN2-0111","","","LINK-AWS-TRN2-ULTRA64-EFAV3","","","","","FIELD-INT-AGGREGATE-BW","value_available","Trainium2 试填资料卡明确覆盖的字段","completed","2026-08-13","RFP-AWS-TRN2-ULTRA64-EFA-AGGREGATE-BYTEPS-20260813","reviewed","S07 直接支持 UltraServer 12.8 Tbps 系统聚合 EFAv3 带宽；S06 的 3.2 Tbps 是实例列，伪冲突已删除"
"REQ-AWS-TRN2-0144","","","","","PP-AWS-TRN2-48XL-BF16","","","FIELD-COMP-THROUGHPUT","value_available","Trainium2 试填资料卡明确覆盖的字段","completed","2026-08-13","RFP-AWS-TRN2-FACT-AWS-TRN2-48XL-BF16-SPARSE","reviewed","S06 当前实例规格表提供唯一可靠值；S10 无支持历史要求已删除"
"REQ-AWS-TRN2-0145","","","","","PP-AWS-TRN2-48XL-FP16","","","FIELD-COMP-THROUGHPUT","value_available","Trainium2 试填资料卡明确覆盖的字段","completed","2026-08-13","RFP-AWS-TRN2-FACT-AWS-TRN2-48XL-FP16-SPARSE","reviewed","S06 当前实例规格表提供唯一可靠值；S10 无支持历史要求已删除"
"REQ-AWS-TRN2-0146","","","","","PP-AWS-TRN2-48XL-TF32","","","FIELD-COMP-THROUGHPUT","value_available","Trainium2 试填资料卡明确覆盖的字段","completed","2026-08-13","RFP-AWS-TRN2-FACT-AWS-TRN2-48XL-TF32-SPARSE","reviewed","S06 当前实例规格表提供唯一可靠值；S10 无支持历史要求已删除"
"REQ-AWS-TRN2-0156","","","","","PP-AWS-TRN2U-48XL-FP8","","","FIELD-COMP-THROUGHPUT","value_available","Trainium2 试填资料卡明确覆盖的字段","completed","2026-08-13","RFP-AWS-TRN2-FACT-AWS-TRN2-TRN2U-48XL-FP8-SPARSE","reviewed","S06 当前实例规格表提供唯一可靠值；S10 无支持历史要求已删除"
"REQ-AWS-TRN2-0157","","","","","PP-AWS-TRN2U-48XL-BF16","","","FIELD-COMP-THROUGHPUT","value_available","Trainium2 试填资料卡明确覆盖的字段","completed","2026-08-13","RFP-AWS-TRN2-FACT-AWS-TRN2-TRN2U-48XL-BF16-SPARSE","reviewed","S06 当前实例规格表提供唯一可靠值；S10 无支持历史要求已删除"
"REQ-AWS-TRN2-0158","","","","","PP-AWS-TRN2U-48XL-FP16","","","FIELD-COMP-THROUGHPUT","value_available","Trainium2 试填资料卡明确覆盖的字段","completed","2026-08-13","RFP-AWS-TRN2-FACT-AWS-TRN2-TRN2U-48XL-FP16-SPARSE","reviewed","S06 当前实例规格表提供唯一可靠值；S10 无支持历史要求已删除"
"REQ-AWS-TRN2-0159","","","","","PP-AWS-TRN2U-48XL-TF32","","","FIELD-COMP-THROUGHPUT","value_available","Trainium2 试填资料卡明确覆盖的字段","completed","2026-08-13","RFP-AWS-TRN2-FACT-AWS-TRN2-TRN2U-48XL-TF32-SPARSE","reviewed","S06 当前实例规格表提供唯一可靠值；S10 无支持历史要求已删除"
