"fact_id","object_id","component_id","link_id","object_relation_id","precision_path_id","capability_id","topology_id","field_id","normalized_value_text","normalized_value_number","normalized_unit","condition_set_id","fact_kind","evidence_state","resolution_state","valid_from","valid_to","confidence","confidence_reason","fact_fingerprint","review_status","notes"
"FACT-AWS-TRN2-CHIP-BF16-SPARSE-HIST2024","","","","","PP-AWS-TRN2-CHIP-TENSOR-BF16","","","FIELD-COMP-THROUGHPUT","","5200000000000000","FLOP/s","COND-AWS-TRN2-CHIP-BF16-SPARSE-HIST2024","direct_statement","source_with_caveat","conflict_member","","","medium","基于试填草稿已定位的一手 AWS 来源；尚待总控独立复核","FFP-FACT-AWS-TRN2-CHIP-BF16-SPARSE-HIST2024","needs_resolution","S10 2024-12-03 历史发布值；与当前架构页冲突"
"FACT-AWS-TRN2-CHIP-FP16-SPARSE-HIST2024","","","","","PP-AWS-TRN2-CHIP-TENSOR-FP16","","","FIELD-COMP-THROUGHPUT","","5200000000000000","FLOP/s","COND-AWS-TRN2-CHIP-FP16-SPARSE-HIST2024","direct_statement","source_with_caveat","conflict_member","","","medium","基于试填草稿已定位的一手 AWS 来源；尚待总控独立复核","FFP-FACT-AWS-TRN2-CHIP-FP16-SPARSE-HIST2024","needs_resolution","S10 2024-12-03 历史发布值；与当前架构页冲突"
"FACT-AWS-TRN2-CHIP-TF32-SPARSE-HIST2024","","","","","PP-AWS-TRN2-CHIP-TENSOR-TF32","","","FIELD-COMP-THROUGHPUT","","5200000000000000","FLOP/s","COND-AWS-TRN2-CHIP-TF32-SPARSE-HIST2024","direct_statement","source_with_caveat","conflict_member","","","medium","基于试填草稿已定位的一手 AWS 来源；尚待总控独立复核","FFP-FACT-AWS-TRN2-CHIP-TF32-SPARSE-HIST2024","needs_resolution","S10 2024-12-03 历史发布值；与当前架构页冲突"
"FACT-AWS-TRN2-ULTRA64-EFA-3P2","","","LINK-AWS-TRN2-ULTRA64-EFAV3","","","","","FIELD-INT-PER-LINK-RATE","","3200000000000","bit/s","COND-AWS-TRN2-BW-SYSTEM-SCOPE-UNRESOLVED","direct_statement","source_with_caveat","conflict_member","","","medium","基于试填草稿已定位的一手 AWS 来源；尚待总控独立复核","FFP-FACT-AWS-TRN2-ULTRA64-EFA-3P2","needs_resolution","S6 报告 3200 Gbps，未注明聚合范围"
"FACT-AWS-TRN2-48XL-BF16-SPARSE-HIST2024","","","","","PP-AWS-TRN2-48XL-BF16","","","FIELD-COMP-THROUGHPUT","","83200000000000000","FLOP/s","COND-AWS-TRN2-48XL-BF16-SPARSE-HIST2024","direct_statement","source_with_caveat","conflict_member","","","medium","基于试填草稿已定位的一手 AWS 来源；尚待总控独立复核","FFP-FACT-AWS-TRN2-48XL-BF16-SPARSE-HIST2024","needs_resolution","2024-12-03 历史发布博客实例稀疏值"
"FACT-AWS-TRN2-48XL-FP16-SPARSE-HIST2024","","","","","PP-AWS-TRN2-48XL-FP16","","","FIELD-COMP-THROUGHPUT","","83200000000000000","FLOP/s","COND-AWS-TRN2-48XL-FP16-SPARSE-HIST2024","direct_statement","source_with_caveat","conflict_member","","","medium","基于试填草稿已定位的一手 AWS 来源；尚待总控独立复核","FFP-FACT-AWS-TRN2-48XL-FP16-SPARSE-HIST2024","needs_resolution","2024-12-03 历史发布博客实例稀疏值"
"FACT-AWS-TRN2-48XL-TF32-SPARSE-HIST2024","","","","","PP-AWS-TRN2-48XL-TF32","","","FIELD-COMP-THROUGHPUT","","83200000000000000","FLOP/s","COND-AWS-TRN2-48XL-TF32-SPARSE-HIST2024","direct_statement","source_with_caveat","conflict_member","","","medium","基于试填草稿已定位的一手 AWS 来源；尚待总控独立复核","FFP-FACT-AWS-TRN2-48XL-TF32-SPARSE-HIST2024","needs_resolution","2024-12-03 历史发布博客实例稀疏值"
"FACT-AWS-TRN2-TRN2U-48XL-FP8-SPARSE-HIST2024","","","","","PP-AWS-TRN2U-48XL-FP8","","","FIELD-COMP-THROUGHPUT","","83200000000000000","FLOP/s","COND-AWS-TRN2-TRN2U-48XL-FP8-SPARSE-HIST2024","direct_statement","source_with_caveat","conflict_member","","","medium","基于试填草稿已定位的一手 AWS 来源；尚待总控独立复核","FFP-FACT-AWS-TRN2-TRN2U-48XL-FP8-SPARSE-HIST2024","needs_resolution","2024-12-03 历史发布博客实例稀疏值"
"FACT-AWS-TRN2-TRN2U-48XL-BF16-SPARSE-HIST2024","","","","","PP-AWS-TRN2U-48XL-BF16","","","FIELD-COMP-THROUGHPUT","","83200000000000000","FLOP/s","COND-AWS-TRN2-TRN2U-48XL-BF16-SPARSE-HIST2024","direct_statement","source_with_caveat","conflict_member","","","medium","基于试填草稿已定位的一手 AWS 来源；尚待总控独立复核","FFP-FACT-AWS-TRN2-TRN2U-48XL-BF16-SPARSE-HIST2024","needs_resolution","2024-12-03 历史发布博客实例稀疏值"
"FACT-AWS-TRN2-TRN2U-48XL-FP16-SPARSE-HIST2024","","","","","PP-AWS-TRN2U-48XL-FP16","","","FIELD-COMP-THROUGHPUT","","83200000000000000","FLOP/s","COND-AWS-TRN2-TRN2U-48XL-FP16-SPARSE-HIST2024","direct_statement","source_with_caveat","conflict_member","","","medium","基于试填草稿已定位的一手 AWS 来源；尚待总控独立复核","FFP-FACT-AWS-TRN2-TRN2U-48XL-FP16-SPARSE-HIST2024","needs_resolution","2024-12-03 历史发布博客实例稀疏值"
"FACT-AWS-TRN2-TRN2U-48XL-TF32-SPARSE-HIST2024","","","","","PP-AWS-TRN2U-48XL-TF32","","","FIELD-COMP-THROUGHPUT","","83200000000000000","FLOP/s","COND-AWS-TRN2-TRN2U-48XL-TF32-SPARSE-HIST2024","direct_statement","source_with_caveat","conflict_member","","","medium","基于试填草稿已定位的一手 AWS 来源；尚待总控独立复核","FFP-FACT-AWS-TRN2-TRN2U-48XL-TF32-SPARSE-HIST2024","needs_resolution","2024-12-03 历史发布博客实例稀疏值"
