"search_result_id","search_id","source_id","result_relation","review_status","notes"
"SRESULT-M2W3-AMD-MI455X-AVAILABILITY-PRODUCT","SEARCH-M2W3-AMD-MI455X-AVAILABILITY","SRC-M2W3-AMD-MI455X-PRODUCT-20260813","checked_no_support","draft","Launch Date is not an availability date."
"SRESULT-M2W3-AMD-MI455X-AVAILABILITY-BROCHURE","SEARCH-M2W3-AMD-MI455X-AVAILABILITY","SRC-M2W3-AMD-MI455X-BROCHURE-202607","checked_no_support","draft","Planned 2026 deployment wording is not an actual first-availability date."
"SRESULT-M2W3-AMD-MI455X-AVAILABILITY-MI400","SEARCH-M2W3-AMD-MI455X-AVAILABILITY","SRC-M2W2-AMD-MI400-LANDING-20260813","checked_no_support","draft","Checked source provides no actual MI455X availability date."
"SRESULT-M2W3-AMD-MI455X-AVAILABILITY-CDNA5","SEARCH-M2W3-AMD-MI455X-AVAILABILITY","SRC-M2NA-AMD-CDNA5-WP","checked_no_support","draft","Checked source provides no actual MI455X availability date."
"SRESULT-M2W3-AMD-MI455X-POWER-PRODUCT","SEARCH-M2W3-AMD-MI455X-POWER","SRC-M2W3-AMD-MI455X-PRODUCT-20260813","checked_no_support","draft","Checked source provides no single-MI455X module power value."
"SRESULT-M2W3-AMD-MI455X-POWER-BROCHURE","SEARCH-M2W3-AMD-MI455X-POWER","SRC-M2W3-AMD-MI455X-BROCHURE-202607","checked_no_support","draft","Checked source provides no single-MI455X module power value."
"SRESULT-M2W3-AMD-MI455X-POWER-MI400","SEARCH-M2W3-AMD-MI455X-POWER","SRC-M2W2-AMD-MI400-LANDING-20260813","checked_no_support","draft","Checked source provides no single-MI455X module power value."
"SRESULT-M2W3-AMD-MI455X-POWER-CDNA5","SEARCH-M2W3-AMD-MI455X-POWER","SRC-M2NA-AMD-CDNA5-WP","checked_no_support","draft","Checked source provides no single-MI455X module power value."
"SRESULT-M2W3-AMD-MI455X-ACCUMULATION-PRODUCT","SEARCH-M2W3-AMD-MI455X-ACCUMULATION","SRC-M2W3-AMD-MI455X-PRODUCT-20260813","checked_no_support","draft","Product source gives peak paths but no programmer-visible accumulation format."
"SRESULT-M2W3-AMD-MI455X-ACCUMULATION-BROCHURE","SEARCH-M2W3-AMD-MI455X-ACCUMULATION","SRC-M2W3-AMD-MI455X-BROCHURE-202607","checked_no_support","draft","Product source gives peak paths but no programmer-visible accumulation format."
"SRESULT-M2W3-AMD-MI455X-ACCUMULATION-MI400","SEARCH-M2W3-AMD-MI455X-ACCUMULATION","SRC-M2W2-AMD-MI400-LANDING-20260813","checked_no_support","draft","Product source gives peak paths but no programmer-visible accumulation format."
"SRESULT-M2W3-AMD-MI455X-ACCUMULATION-CDNA5","SEARCH-M2W3-AMD-MI455X-ACCUMULATION","SRC-M2NA-AMD-CDNA5-WP","checked_no_support","draft","Architecture-level precision semantics do not directly establish a product/path-specific MI455X accumulation field."
"SRESULT-M2W3-AMD-MI455X-PHYSICAL-ACCUM-PRODUCT","SEARCH-M2W3-AMD-MI455X-PHYSICAL-ACCUM","SRC-M2W3-AMD-MI455X-PRODUCT-20260813","checked_no_support","draft","Product source provides no physical internal accumulator width or semantics."
"SRESULT-M2W3-AMD-MI455X-PHYSICAL-ACCUM-BROCHURE","SEARCH-M2W3-AMD-MI455X-PHYSICAL-ACCUM","SRC-M2W3-AMD-MI455X-BROCHURE-202607","checked_no_support","draft","Product source provides no physical internal accumulator width or semantics."
"SRESULT-M2W3-AMD-MI455X-PHYSICAL-ACCUM-MI400","SEARCH-M2W3-AMD-MI455X-PHYSICAL-ACCUM","SRC-M2W2-AMD-MI400-LANDING-20260813","checked_no_support","draft","Product source provides no physical internal accumulator width or semantics."
"SRESULT-M2W3-AMD-MI455X-PHYSICAL-ACCUM-CDNA5","SEARCH-M2W3-AMD-MI455X-PHYSICAL-ACCUM","SRC-M2NA-AMD-CDNA5-WP","checked_no_support","draft","Architecture mechanisms do not state a MI455X product-specific physical accumulator width."
"SRESULT-M2W3-AMD-MI455X-SPECIAL-IMPLEMENTATION-PRODUCT","SEARCH-M2W3-AMD-MI455X-SPECIAL-IMPLEMENTATION","SRC-M2W3-AMD-MI455X-PRODUCT-20260813","checked_no_support","draft","Product source identifies no dedicated MoE routing, Top-K or related module."
"SRESULT-M2W3-AMD-MI455X-SPECIAL-IMPLEMENTATION-BROCHURE","SEARCH-M2W3-AMD-MI455X-SPECIAL-IMPLEMENTATION","SRC-M2W3-AMD-MI455X-BROCHURE-202607","checked_no_support","draft","Product source identifies no dedicated MoE routing, Top-K or related module."
"SRESULT-M2W3-AMD-MI455X-SPECIAL-IMPLEMENTATION-MI400","SEARCH-M2W3-AMD-MI455X-SPECIAL-IMPLEMENTATION","SRC-M2W2-AMD-MI400-LANDING-20260813","checked_no_support","draft","Product source identifies no dedicated MoE routing, Top-K or related module."
"SRESULT-M2W3-AMD-MI455X-SPECIAL-IMPLEMENTATION-CDNA5","SEARCH-M2W3-AMD-MI455X-SPECIAL-IMPLEMENTATION","SRC-M2NA-AMD-CDNA5-WP","checked_no_support","draft","Architecture mechanisms are not evidence of a MI455X-dedicated MoE routing or Top-K unit."
"SRESULT-M2W3-AMD-MI455X-HBM-INTERFACE-PRODUCT","SEARCH-M2W3-AMD-MI455X-HBM-INTERFACE","SRC-M2W3-AMD-MI455X-PRODUCT-20260813","checked_no_support","draft","Checked source gives no total MI455X HBM interface width."
"SRESULT-M2W3-AMD-MI455X-HBM-INTERFACE-BROCHURE","SEARCH-M2W3-AMD-MI455X-HBM-INTERFACE","SRC-M2W3-AMD-MI455X-BROCHURE-202607","checked_no_support","draft","Checked source gives no total MI455X HBM interface width."
"SRESULT-M2W3-AMD-MI455X-HBM-INTERFACE-MI400","SEARCH-M2W3-AMD-MI455X-HBM-INTERFACE","SRC-M2W2-AMD-MI400-LANDING-20260813","checked_no_support","draft","Checked source gives no total MI455X HBM interface width."
